Transcript_Id	Length	Source	evalue	Symbol	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_1319_0_1	1683	PLDB	1.00E-168	NP_002737.2	MAPK3 ERK-1 ERK1 ERT2 HS44KDAP HUMKER1A P44ERK1 P44MAPK PRKM3 p44-ERK1 p44-MAPK	mitogen-activated protein kinase 3	Homo sapiens
dd_Smed_v6_13202_0_1	996	PLDB	9.00E-13	NP_001279.2	CLIC1 G6 NCC27	chloride intracellular channel 1	Homo sapiens
dd_Smed_v6_13205_0_1	663	PLDB	8.00E-17	NP_001734.1	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_13215_0_1	1708	PLDB	7.00E-38	NP_003097.1	SOX2 ANOP3 MCOPS3	SRY-box 2	Homo sapiens
dd_Smed_v6_13216_0_1	1753	PLDB	3.00E-14	NP_057356.1	TOB2 TOB4 TOBL TROB2	"transducer of ERBB2, 2"	Homo sapiens
dd_Smed_v6_1322_0_1	1760	PLDB	2.00E-82	NP_036457.1	MAPRE1 EB1	microtubule associated protein RP/EB family member 1	Homo sapiens
dd_Smed_v6_13246_0_1	2516	PLDB	6.00E-98	XP_005255527.1	CHTF18 C16orf41 C321D2.2 C321D2.3 C321D2.4 CHL12 Ctf18 RUVBL	chromosome transmission fidelity factor 18	Homo sapiens
dd_Smed_v6_1324_0_1	1080	PLDB	0	NP_002711.1	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_13263_0_1	1816	PLDB	8.00E-79	XP_005266261.1	CDC16 ANAPC6 APC6 CUT9	cell division cycle 16	Homo sapiens
dd_Smed_v6_13264_0_1	2808	PLDB	1.00E-110	NP_004708.1	DGKI DGK-IOTA	diacylglycerol kinase iota	Homo sapiens
dd_Smed_v6_1327_0_1	2602	PLDB	1.00E-99	NP_001524.2	HNRNPL HNRPL hnRNP-L	heterogeneous nuclear ribonucleoprotein L	Homo sapiens
dd_Smed_v6_13283_0_1	913	PLDB	3.00E-30	NP_870987.2	DMRT2	doublesex and mab-3 related transcription factor 2	Homo sapiens
dd_Smed_v6_13288_0_1	918	PLDB	1.00E-35	NP_056190.1	DSTYK CAKUT1 DustyPK RIP5 RIPK5	dual serine/threonine and tyrosine protein kinase	Homo sapiens
dd_Smed_v6_13289_0_1	1035	PLDB	3.00E-11	NP_659451.1	HYLS1 HLS	"HYLS1, centriolar and ciliogenesis associated"	Homo sapiens
dd_Smed_v6_13290_0_1	2723	PLDB	0	NP_598375.2	HELQ HEL308	"helicase, POLQ-like"	Homo sapiens
dd_Smed_v6_13326_0_1	1500	PLDB	5.00E-08	NP_005563.1	LMNA CDCD1 CDDC CMD1A CMT2B1 EMD2 FPL FPLD FPLD2 HGPS IDC LDP1 LFP LGMD1B LMN1 LMNC LMNL1 PRO1	lamin A/C	Homo sapiens
dd_Smed_v6_1332_0_1	803	PLDB	3.00E-150	NP_694881.1	HSPA8 HEL-33 HEL-S-72p HSC54 HSC70 HSC71 HSP71 HSP73 HSPA10 LAP-1 LAP1 NIP71	heat shock protein family A (Hsp70) member 8	Homo sapiens
dd_Smed_v6_13339_0_1	2843	PLDB	7.00E-30	XP_005274657.1	OFD1 71-7A CXorf5 JBTS10 RP23 SGBS2	oral-facial-digital syndrome 1	Homo sapiens
dd_Smed_v6_13341_0_1	1886	PLDB	1.00E-33	NP_075044.2	BCL11A BCL11A-L BCL11A-S BCL11A-XL BCL11a-M CTIP1 EVI9 HBFQTL5 ZNF856	B-cell CLL/lymphoma 11A (zinc finger protein)	Homo sapiens
dd_Smed_v6_13345_0_1	2310	PLDB	9.00E-51	XP_005260614.1	ACTR5 Arp5 INO80M	ARP5 actin-related protein 5 homolog	Homo sapiens
dd_Smed_v6_13347_0_1	591	PLDB	3.00E-89	NP_003520.1	HIST1H3A H3/A H3FA	"histone cluster 1, H3a"	Homo sapiens
dd_Smed_v6_13351_0_1	681	PLDB	1.00E-39	NP_078976.2	SNIP1 PMRED	Smad nuclear interacting protein 1	Homo sapiens
dd_Smed_v6_13357_0_1	561	PLDB	6.00E-76	NP_000958.1	RPL3 ASC-1 L3 TARBP-B	ribosomal protein L3	Homo sapiens
dd_Smed_v6_1336_0_1	1261	PLDB	4.00E-53	NP_001243465.1	PRMT8 HRMT1L3 HRMT1L4	protein arginine methyltransferase 8	Homo sapiens
dd_Smed_v6_13370_0_1	2306	PLDB	0	NP_001349.2	DHX15 DBP1 DDX15 HRH2 PRP43 PRPF43 PrPp43p	DEAH-box helicase 15	Homo sapiens
dd_Smed_v6_13371_0_1	1851	PLDB	6.00E-43	NP_796372.1	LMX1A LMX1 LMX1.1	"LIM homeobox transcription factor 1, alpha"	Homo sapiens
dd_Smed_v6_1337_0_1	793	PLDB	7.00E-82	NP_733779.1	SKP1 EMC19 OCP-II OCP2 SKP1A TCEB1L p19A	S-phase kinase-associated protein 1	Homo sapiens
dd_Smed_v6_13381_0_1	1119	PLDB	3.00E-13	NP_060376.2	PAK1IP1 MAK11 PIP1 WDR84 bA421M1.5 hPIP1	PAK1 interacting protein 1	Homo sapiens
dd_Smed_v6_13411_0_1	3502	PLDB	1.00E-111	NP_002684.1	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_13411_0_2	3455	PLDB	3.00E-126	NP_002684.1	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_13411_0_3	1848	PLDB	2.00E-111	NP_002684.1	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_13411_0_4	1801	PLDB	2.00E-132	NP_002684.1	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_1341_0_1	614	PLDB	3.00E-07	NP_054796.1	FAM32A OTAG-12 OTAG12	family with sequence similarity 32 member A	Homo sapiens
dd_Smed_v6_13420_0_1	2270	PLDB	0	NP_775961.2	SCAI C9orf126 NET40	suppressor of cancer cell invasion	Homo sapiens
dd_Smed_v6_1342_0_1	1159	PLDB	9.00E-74	NP_004777.1	TXNL1 HEL-S-114 TRP32 TXL-1 TXNL Txl	thioredoxin like 1	Homo sapiens
dd_Smed_v6_1343_0_1	3235	PLDB	0	NP_476516.1	NAA15 Ga19 NARG1 NAT1P NATH TBDN TBDN100	"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"	Homo sapiens
dd_Smed_v6_1346_0_1	1425	PLDB	2.00E-91	NP_001019553.1	HMBS PBG-D PBGD PORC UPS	hydroxymethylbilane synthase	Homo sapiens
dd_Smed_v6_13486_0_1	962	PLDB	1.00E-11	NP_005739.2	YAF2	YY1 associated factor 2	Homo sapiens
dd_Smed_v6_13492_0_1	1218	PLDB	5.00E-27	XP_005271971.2	DCP2 NUDT20	decapping mRNA 2	Homo sapiens
dd_Smed_v6_134_0_1	493	PLDB	2.00E-14	NP_001019.1	RPS25 S25	ribosomal protein S25	Homo sapiens
dd_Smed_v6_13511_0_1	573	PLDB	5.00E-10	NP_001137325.1	WIBG PYM	within bgcn homolog (Drosophila)	Homo sapiens
dd_Smed_v6_13517_0_1	1740	PLDB	2.00E-63	NP_004286.2	TRAF4 CART1 MLN62 RNF83	TNF receptor associated factor 4	Homo sapiens
dd_Smed_v6_13519_0_1	2912	PLDB	2.00E-16	XP_006718496.1	XRRA1	X-ray radiation resistance associated 1	Homo sapiens
dd_Smed_v6_13525_0_1	371	PLDB	4.00E-05	XP_005252039.1	SWI5 C9orf119 bA395P17.9	SWI5 recombination repair homolog (yeast)	Homo sapiens
dd_Smed_v6_13526_0_1	366	PLDB	4.00E-25	NP_996662.1	DPH3 DELGIP DELGIP1 DESR1 DPH3A KTI11 ZCSL2	diphthamide biosynthesis 3	Homo sapiens
dd_Smed_v6_1353_0_1	1898	PLDB	3.00E-99	NP_055192.1	DNAJC2 MPHOSPH11 MPP11 ZRF1 ZUO1	DnaJ heat shock protein family (Hsp40) member C2	Homo sapiens
dd_Smed_v6_13557_0_1	4195	PLDB	0	NP_000928.1	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_1358_0_1	971	PLDB	7.00E-09	NP_054785.2	COMMD5 HCARG	COMM domain containing 5	Homo sapiens
dd_Smed_v6_13592_0_1	1339	PLDB	2.00E-85	NP_001129294.1	FDPS FPPS FPS	farnesyl diphosphate synthase	Homo sapiens
dd_Smed_v6_13598_0_1	561	PLDB	5.00E-47	NP_005608.1	RPS14 EMTB S14	ribosomal protein S14	Homo sapiens
dd_Smed_v6_1359_0_1	737	PLDB	6.00E-70	NP_003901.2	BUD31 Cwc14 EDG-2 EDG2 G10 YCR063W fSAP17	BUD31 homolog	Homo sapiens
dd_Smed_v6_13621_0_1	2566	PLDB	1.00E-117	NP_001273432.1	HSPH1 HSP105 HSP105A HSP105B NY-CO-25	heat shock protein family H (Hsp110) member 1	Homo sapiens
dd_Smed_v6_13626_0_1	544	PLDB	2.00E-26	NP_001280142.1	TUBB CDCBM6 M40 OK/SW-cl.56 TUBB1 TUBB5	"tubulin, beta class I"	Homo sapiens
dd_Smed_v6_1362_0_1	1326	PLDB	1.00E-60	NP_002727.2	PRKAR2B PRKAR2 RII-BETA	protein kinase cAMP-dependent type II regulatory subunit beta	Homo sapiens
dd_Smed_v6_1363_0_1	833	PLDB	3.00E-57	NP_001903.1	CTSL CATL CTSL1 MEP	cathepsin L	Homo sapiens
dd_Smed_v6_13647_0_1	1105	PLDB	3.00E-68	NP_775742.4	SLC25A26 SAMC	"solute carrier family 25 (S-adenosylmethionine carrier), member 26"	Homo sapiens
dd_Smed_v6_1364_0_1	1843	PLDB	7.00E-85	NP_038466.2	UBQLN1 DA41 DSK2 PLIC-1 UBQN XDRP1	ubiquilin 1	Homo sapiens
dd_Smed_v6_1366_0_1	1749	PLDB	2.00E-108	XP_005246522.1	STK39 DCHT PASK SPAK	serine/threonine kinase 39	Homo sapiens
dd_Smed_v6_13670_0_1	3614	PLDB	1.00E-53	NP_060921.3	CENPJ BM032 CENP-J CPAP LAP LIP1 MCPH6 SASS4 SCKL4 Sas-4	centromere protein J	Homo sapiens
dd_Smed_v6_1368_0_1	716	PLDB	7.00E-29	NP_036526.2	PFDN2 PFD2	prefoldin subunit 2	Homo sapiens
dd_Smed_v6_13691_0_1	1700	PLDB	3.00E-24	NP_955366.1	THRA AR7 CHNG6 EAR7 ERB-T-1 ERBA ERBA1 NR1A1 THRA1 THRA2 c-ERBA-1	"thyroid hormone receptor, alpha"	Homo sapiens
dd_Smed_v6_13704_0_1	960	PLDB	7.00E-27	NP_835455.1	PTF1A PTF1-p48 bHLHa29	"pancreas specific transcription factor, 1a"	Homo sapiens
dd_Smed_v6_13711_0_1	843	PLDB	6.00E-16	NP_001138866.1	TSEN2 PCH2B SEN2 SEN2L	tRNA splicing endonuclease subunit 2	Homo sapiens
dd_Smed_v6_1371_0_1	3014	PLDB	1.00E-49	NP_056190.1	DSTYK CAKUT1 DustyPK RIP5 RIPK5	dual serine/threonine and tyrosine protein kinase	Homo sapiens
dd_Smed_v6_13727_0_1	1449	PLDB	3.00E-115	NP_000938.2	PRIM2 PRIM2A p58	primase (DNA) subunit 2	Homo sapiens
dd_Smed_v6_13738_0_1	2124	PLDB	4.00E-39	NP_005021.2	PLK1 PLK STPK13	polo like kinase 1	Homo sapiens
dd_Smed_v6_13765_0_1	1618	PLDB	4.00E-09	NP_847884.2	RILPL1 GOSPEL RLP1	Rab interacting lysosomal protein-like 1	Homo sapiens
dd_Smed_v6_13772_0_1	1633	PLDB	6.00E-47	NP_002754.2	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_13781_0_1	816	PLDB	2.00E-36	NP_066305.2	TLX3 HOX11L2 RNX	T-cell leukemia homeobox 3	Homo sapiens
dd_Smed_v6_13787_0_1	1040	PLDB	4.00E-22	NP_443731.2	MOB2 HCCA2	MOB kinase activator 2	Homo sapiens
dd_Smed_v6_13788_0_1	1318	PLDB	2.00E-54	NP_003876.1	CDK5R1 CDK5P35 CDK5R NCK5A p23 p25 p35 p35nck5a	"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"	Homo sapiens
dd_Smed_v6_13799_0_1	914	PLDB	1.00E-22	NP_078946.1	SUV39H2 KMT1B	suppressor of variegation 3-9 homolog 2	Homo sapiens
dd_Smed_v6_13802_0_1	1715	PLDB	5.00E-34	XP_005257322.1	SOCS7 NAP4 NCKAP4	suppressor of cytokine signaling 7	Homo sapiens
dd_Smed_v6_13812_0_1	2591	PLDB	0	NP_003637.2	DGKZ DAGK5 DAGK6 DGK-ZETA hDGKzeta	"diacylglycerol kinase, zeta"	Homo sapiens
dd_Smed_v6_13827_0_1	803	PLDB	7.00E-40	NP_001186084.1	KAT7 HBO1 HBOA MYST2 ZC2HC7	lysine acetyltransferase 7	Homo sapiens
dd_Smed_v6_13831_0_1	1312	PLDB	5.00E-132	NP_057306.2	DDX41 ABS	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	Homo sapiens
dd_Smed_v6_13843_0_1	5250	PLDB	3.00E-32	NP_853530.2	CUX1 CASP CDP CDP/Cut CDP1 COY1 CUTL1 CUX Clox Cux/CDP GOLIM6 Nbla10317 p100 p110 p200 p75	cut-like homeobox 1	Homo sapiens
dd_Smed_v6_13844_0_1	540	PLDB	4.00E-19	NP_001013721.2	H3F3C H3.5	"H3 histone, family 3C"	Homo sapiens
dd_Smed_v6_13857_0_1	533	PLDB	4.00E-54	NP_005151.2	ADRBK2 BARK2 GRK3	"adrenergic, beta, receptor kinase 2"	Homo sapiens
dd_Smed_v6_13890_0_1	1998	PLDB	4.00E-20	XP_005260155.1	ZNF333	zinc finger protein 333	Homo sapiens
dd_Smed_v6_13891_0_1	1879	PLDB	3.00E-116	NP_620130.2	ALKBH8 ABH8	"alkB, alkylation repair homolog 8 (E. coli)"	Homo sapiens
dd_Smed_v6_13895_0_1	954	PLDB	4.00E-34	XP_006726685.1	LOC101929864	structure-specific endonuclease subunit SLX1-like	Homo sapiens
dd_Smed_v6_13899_0_1	1174	PLDB	7.00E-74	NP_003574.1	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	Homo sapiens
dd_Smed_v6_1389_0_1	2338	PLDB	1.00E-107	XP_005259653.1	NCLN NET59	nicalin	Homo sapiens
dd_Smed_v6_138_0_1	1015	PLDB	4.00E-101	NP_003397.1	YWHAZ 14-3-3-zeta HEL-S-3 HEL4 KCIP-1 YWHAD	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"	Homo sapiens
dd_Smed_v6_1390_0_1	1272	PLDB	2.00E-71	NP_036256.2	CHORDC1 CHP1	cysteine and histidine rich domain containing 1	Homo sapiens
dd_Smed_v6_1393_0_1	1023	PLDB	1.00E-16	XP_006715418.1	KHDRBS2 SLM-1 SLM1 bA535F17.1	"KH domain containing, RNA binding, signal transduction associated 2"	Homo sapiens
dd_Smed_v6_13953_0_1	719	PLDB	5.00E-29	NP_002428.1	MPV17 MTDPS6 SYM1	"MPV17, mitochondrial inner membrane protein"	Homo sapiens
dd_Smed_v6_1395_0_1	1201	PLDB	3.00E-08	NP_001243787.1	RNF34 CARP-1 CARP1 RFI RIF RIFF hRFI	ring finger protein 34	Homo sapiens
dd_Smed_v6_13972_0_1	3247	PLDB	2.00E-64	NP_057279.2	KIF20B CT90 KRMP1 MPHOSPH1 MPP-1 MPP1	kinesin family member 20B	Homo sapiens
dd_Smed_v6_13976_0_1	3847	PLDB	2.00E-105	NP_055799.2	CEP131 AZ1 AZI1 ZA1	centrosomal protein 131kDa	Homo sapiens
dd_Smed_v6_1397_0_1	1698	PLDB	1.00E-39	NP_005446.2	ZRANB2 ZIS ZIS1 ZIS2 ZNF265	zinc finger RANBP2-type containing 2	Homo sapiens
dd_Smed_v6_13980_0_1	4923	PLDB	0	NP_006222.2	POLE CRCS12 FILS POLE1	"polymerase (DNA) epsilon, catalytic subunit"	Homo sapiens
dd_Smed_v6_1398_1_1	1686	PLDB	0	NP_000166.2	GPI AMF GNPI NLK PGI PHI SA-36 SA36	glucose-6-phosphate isomerase	Homo sapiens
dd_Smed_v6_13991_0_1	1433	PLDB	3.00E-10	NP_001750.1	CCND2 KIAK0002	cyclin D2	Homo sapiens
dd_Smed_v6_139_0_1	610	PLDB	2.00E-63	NP_005608.1	RPS14 EMTB S14	ribosomal protein S14	Homo sapiens
dd_Smed_v6_14010_0_1	1971	PLDB	3.00E-91	NP_001020260.1	CELF4 BRUNOL-4 BRUNOL4	"CUGBP, Elav-like family member 4"	Homo sapiens
dd_Smed_v6_1402_0_1	1139	PLDB	1.00E-121	NP_000356.1	TPI1 HEL-S-49 TIM TPI TPID	triosephosphate isomerase 1	Homo sapiens
dd_Smed_v6_14030_0_1	471	PLDB	1.00E-10	NP_003737.1	DYNLL1 DLC1 DLC8 DNCL1 DNCLC1 LC8 LC8a PIN hdlc1	dynein light chain LC8-type 1	Homo sapiens
dd_Smed_v6_1403_0_1	565	PLDB	2.00E-24	NP_001007100.1	SCP2 NLTP NSL-TP SCP-2 SCP-CHI SCP-X SCPX	sterol carrier protein 2	Homo sapiens
dd_Smed_v6_1404_0_1	6935	PLDB	0	XP_006711119.1	CROCC ROLT	"ciliary rootlet coiled-coil, rootletin"	Homo sapiens
dd_Smed_v6_14055_0_1	842	PLDB	1.00E-37	NP_009014.2	NUDT6 ASFGF2 FGF-AS FGF2AS GFG-1 GFG1	nudix hydrolase 6	Homo sapiens
dd_Smed_v6_1405_0_1	1805	PLDB	6.00E-82	NP_056444.3	PRPF31 NY-BR-99 PRP31 RP11 SNRNP61	pre-mRNA processing factor 31	Homo sapiens
dd_Smed_v6_14064_0_1	3668	PLDB	0	NP_001058.2	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_2	2356	PLDB	0	NP_001058.2	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_3	1874	PLDB	0	NP_001058.2	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_4	1756	PLDB	2.00E-103	NP_001059.2	TOP2B TOPIIB top2beta	topoisomerase (DNA) II beta	Homo sapiens
dd_Smed_v6_14064_0_5	1695	PLDB	6.00E-158	XP_005257689.1	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_6	562	PLDB	3.00E-45	NP_001058.2	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_1407_0_1	1327	PLDB	0	NP_002699.1	PPP1CA PP-1A PP1A PP1alpha PPP1A	protein phosphatase 1 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_140_0_1	438	PLDB	6.00E-24	NP_000989.1	RPL37A L37A	ribosomal protein L37a	Homo sapiens
dd_Smed_v6_14115_0_1	1502	PLDB	1.00E-29	NP_796372.1	LMX1A LMX1 LMX1.1	"LIM homeobox transcription factor 1, alpha"	Homo sapiens
dd_Smed_v6_14121_0_1	1198	PLDB	7.00E-44	NP_004575.1	RAD9A RAD9	RAD9 checkpoint clamp component A	Homo sapiens
dd_Smed_v6_14127_0_1	773	PLDB	1.00E-37	NP_003202.3	TDG hTDG	thymine-DNA glycosylase	Homo sapiens
dd_Smed_v6_14134_0_1	1198	PLDB	1.00E-70	NP_001777.1	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_14176_0_1	1876	PLDB	1.00E-12	XP_005260524.1	SALL4 DRRS HSAL4 ZNF797 dJ1112F19.1	spalt-like transcription factor 4	Homo sapiens
dd_Smed_v6_14189_0_1	3239	PLDB	8.00E-70	XP_005250490.1	PEX1 PBD1A PBD1B ZWS ZWS1	peroxisomal biogenesis factor 1	Homo sapiens
dd_Smed_v6_1418_0_1	353	PLDB	1.00E-10	NP_001528.1	HSBP1 NPC-A-13	heat shock factor binding protein 1	Homo sapiens
dd_Smed_v6_14192_0_1	766	PLDB	2.00E-26	XP_005248617.1	ANKRA2 ANKRA	ankyrin repeat family A member 2	Homo sapiens
dd_Smed_v6_141_0_1	1924	PLDB	0	NP_002147.2	HSPD1 CPN60 GROEL HLD4 HSP-60 HSP60 HSP65 HuCHA60 SPG13	heat shock protein family D (Hsp60) member 1	Homo sapiens
dd_Smed_v6_14205_0_1	1561	PLDB	2.00E-102	NP_001159447.1	PDE1B PDE1B1 PDES1B	"phosphodiesterase 1B, calmodulin-dependent"	Homo sapiens
dd_Smed_v6_1420_0_1	2357	PLDB	2.00E-15	NP_060827.2	LARP6 ACHN	La ribonucleoprotein domain family member 6	Homo sapiens
dd_Smed_v6_1423_0_1	2929	PLDB	0	NP_036437.1	AP2A2 ADTAB CLAPA2 HIP-9 HIP9 HYPJ	"adaptor-related protein complex 2, alpha 2 subunit"	Homo sapiens
dd_Smed_v6_1425_0_1	2943	PLDB	1.00E-77	NP_001110.2	ADD1 ADDA	adducin 1	Homo sapiens
dd_Smed_v6_14261_0_1	668	PLDB	4.00E-12	NP_001159.2	BIRC5 API4 EPR-1	baculoviral IAP repeat containing 5	Homo sapiens
dd_Smed_v6_14266_0_1	1218	PLDB	6.00E-25	NP_001238902.1	RCAN2 CSP2 DSCR1L1 MCIP2 RCN2 ZAKI-4 ZAKI4	regulator of calcineurin 2	Homo sapiens
dd_Smed_v6_14267_0_1	1907	PLDB	6.00E-48	NP_075594.1	FGFR1 BFGFR CD331 CEK FGFBR FGFR-1 FLG FLT-2 FLT2 HBGFR HH2 HRTFDS KAL2 N-SAM OGD bFGF-R-1	fibroblast growth factor receptor 1	Homo sapiens
dd_Smed_v6_1428_0_1	791	PLDB	5.00E-124	NP_001269314.1	CSNK2B CK2B CK2N CSK2B G5A	casein kinase 2 beta	Homo sapiens
dd_Smed_v6_14300_0_1	2483	PLDB	1.00E-20	XP_005245428.1	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens
dd_Smed_v6_14306_0_1	1247	PLDB	1.00E-146	NP_001034892.1	CDK20 CCRK CDCH P42 PNQALRE	cyclin-dependent kinase 20	Homo sapiens
dd_Smed_v6_14326_0_1	456	PLDB	6.00E-38	NP_001186085.1	KAT7 HBO1 HBOA MYST2 ZC2HC7	K(lysine) acetyltransferase 7	Homo sapiens
dd_Smed_v6_14338_0_1	767	PLDB	3.00E-99	NP_001135906.1	MGEA5 MEA5 NCOAT OGA	meningioma expressed antigen 5 (hyaluronidase)	Homo sapiens
dd_Smed_v6_1433_0_1	912	PLDB	4.00E-55	NP_919415.2	VAPA VAP-33 VAP-A VAP33 hVAP-33	VAMP associated protein A	Homo sapiens
dd_Smed_v6_14360_0_1	980	PLDB	1.00E-68	NP_006684.1	CPSF4 CPSF30 NAR NEB1	"cleavage and polyadenylation specific factor 4, 30kDa"	Homo sapiens
dd_Smed_v6_14362_0_1	876	PLDB	2.00E-42	NP_001267479.1	PAX5 ALL3 BSAP	paired box 5	Homo sapiens
dd_Smed_v6_14392_0_1	2113	PLDB	1.00E-122	NP_004387.1	DDX5 G17P1 HLR1 HUMP68 p68	DEAD-box helicase 5	Homo sapiens
dd_Smed_v6_14397_0_1	229	PLDB	7.00E-08	XP_006713360.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_14409_0_1	1017	PLDB	6.00E-27	NP_066928.1	PLSCR1 MMTRA1B	phospholipid scramblase 1	Homo sapiens
dd_Smed_v6_14415_0_1	415	PLDB	8.00E-44	NP_006436.3	PRPF8 HPRP8 PRP8 PRPC8 RP13 SNRNP220	pre-mRNA processing factor 8	Homo sapiens
dd_Smed_v6_14458_0_1	1925	PLDB	3.00E-126	NP_663748.1	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens
dd_Smed_v6_14471_0_1	1168	PLDB	3.00E-55	NP_002533.1	OGG1 HMMH HOGG1 MUTM OGH1	8-oxoguanine DNA glycosylase	Homo sapiens
dd_Smed_v6_14491_0_1	2048	PLDB	9.00E-45	XP_006719798.1	ANKLE2 KIAA0692 LEMD7 Lem4	ankyrin repeat and LEM domain containing 2	Homo sapiens
dd_Smed_v6_1449_0_1	1707	PLDB	3.00E-157	NP_002800.2	PSMD3 P58 RPN3 S3 TSTA2	"proteasome 26S subunit, non-ATPase 3"	Homo sapiens
dd_Smed_v6_144_0_1	675	PLDB	2.00E-85	NP_001186731.1	RPL11 DBA7 GIG34 L11	ribosomal protein L11	Homo sapiens
dd_Smed_v6_14515_0_1	649	PLDB	4.00E-24	NP_060174.2	ANKRD49 FGIF GBIF	ankyrin repeat domain 49	Homo sapiens
dd_Smed_v6_14527_0_1	957	PLDB	4.00E-18	NP_057157.1	HDGFRP3 HDGF-2 HDGF2 HRP-3	"hepatoma-derived growth factor, related protein 3"	Homo sapiens
dd_Smed_v6_1452_0_1	1591	PLDB	2.00E-151	NP_998784.1	ATP6V1H MSTP042 NBP1 SFD SFDalpha SFDbeta VMA13	"ATPase, H  transporting, lysosomal 50/57kDa, V1 subunit H"	Homo sapiens
dd_Smed_v6_14547_0_1	1864	PLDB	3.00E-75	NP_003677.4	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_10	777	PLDB	1.00E-24	NP_003677.4	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_2	1814	PLDB	7.00E-82	NP_003677.4	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_3	1353	PLDB	4.00E-77	NP_003677.4	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_5	1303	PLDB	3.00E-81	NP_003677.4	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_6	1288	PLDB	3.00E-23	NP_003677.4	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_1457_0_1	774	PLDB	1.00E-58	NP_037364.1	PDCD6 ALG-2 PEF1B	programmed cell death 6	Homo sapiens
dd_Smed_v6_14586_0_1	4334	PLDB	1.00E-139	XP_006718908.1	ATM AT1 ATA ATC ATD ATDC ATE TEL1 TELO1	ATM serine/threonine kinase	Homo sapiens
dd_Smed_v6_14598_0_1	1822	PLDB	1.00E-56	NP_004383.4	DACH1 DACH	dachshund family transcription factor 1	Homo sapiens
dd_Smed_v6_14599_0_1	1814	PLDB	3.00E-104	NP_001274425.1	FIGNL1	fidgetin like 1	Homo sapiens
dd_Smed_v6_1459_0_1	331	PLDB	3.00E-63	NP_694881.1	HSPA8 HEL-33 HEL-S-72p HSC54 HSC70 HSC71 HSP71 HSP73 HSPA10 LAP-1 LAP1 NIP71	heat shock protein family A (Hsp70) member 8	Homo sapiens
dd_Smed_v6_145_0_1	732	PLDB	6.00E-51	NP_150254.1	RPL13 BBC1 D16S444E D16S44E L13	ribosomal protein L13	Homo sapiens
dd_Smed_v6_14611_0_1	1567	PLDB	1.00E-53	NP_001257941.1	FLI1 EWSR2 SIC-1	"Fli-1 proto-oncogene, ETS transcription factor"	Homo sapiens
