Transcript_Id	Length	Source	evalue	Symbol	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_15172_0_1	1720	PLDB	6.00E-114	NP_004966.1	KCNB1 DRK1 KV2.1 h-DRK1	"potassium voltage-gated channel, Shab-related subfamily, member 1"	Homo sapiens
dd_Smed_v6_15243_0_1	1126	PLDB	1.00E-50	NP_064563.1	CA10 CA-RPX CARPX HUCEP-15	carbonic anhydrase 10	Homo sapiens
dd_Smed_v6_15423_0_1	1074	PLDB	3.00E-16	NP_005441.1	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_15425_0_1	2046	PLDB	2.00E-171	NP_000208.2	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_15425_0_2	1900	PLDB	3.00E-171	NP_000208.2	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_15436_0_1	1632	PLDB	1.00E-101	NP_005973.1	SIX1 BOS3 DFNA23 TIP39	SIX homeobox 1	Homo sapiens
dd_Smed_v6_15471_0_1	861	PLDB	2.00E-47	NP_005973.1	SIX1 BOS3 DFNA23 TIP39	SIX homeobox 1	Homo sapiens
dd_Smed_v6_15492_0_1	2354	PLDB	2.00E-171	NP_036413.1	KCND2 KV4.2 RK5	potassium voltage-gated channel subfamily D member 2	Homo sapiens
dd_Smed_v6_15492_0_2	2268	PLDB	8.00E-172	NP_036413.1	KCND2 KV4.2 RK5	potassium voltage-gated channel subfamily D member 2	Homo sapiens
dd_Smed_v6_15531_0_1	2899	PLDB	2.00E-76	NP_009060.2	ZIC2 HPE5	Zic family member 2	Homo sapiens
dd_Smed_v6_15555_0_1	1632	PLDB	3.00E-70	NP_002691.1	POU4F3 BRN3C DFNA15	POU class 4 homeobox 3	Homo sapiens
dd_Smed_v6_15620_0_1	2377	PLDB	8.00E-134	NP_002240.3	KCNN3 KCa2.3 SK3 SKCA3 hSK3	potassium calcium-activated channel subfamily N member 3	Homo sapiens
dd_Smed_v6_15695_0_1	2368	PLDB	3.00E-21	NP_862823.1	KCNK18 K2p18.1 MGR13 TRESK TRESK-2 TRESK2 TRIK	potassium two pore domain channel subfamily K member 18	Homo sapiens
dd_Smed_v6_15726_0_1	5318	PLDB	1.00E-96	NP_060606.3	ASPM ASP Calmbp1 MCPH5	"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)"	Homo sapiens
dd_Smed_v6_15732_0_1	1970	PLDB	2.00E-46	NP_001267479.1	PAX5 ALL3 BSAP	paired box 5	Homo sapiens
dd_Smed_v6_15762_0_1	823	PLDB	1.00E-05	NP_055320.4	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4	Homo sapiens
dd_Smed_v6_15780_0_1	1555	PLDB	0	NP_938051.1	TTC8 BBS8 RP51	tetratricopeptide repeat domain 8	Homo sapiens
dd_Smed_v6_15809_0_1	789	PLDB	2.00E-06	NP_005823.1	KCNMB2	"potassium large conductance calcium-activated channel, subfamily M, beta member 2"	Homo sapiens
dd_Smed_v6_15810_0_1	2842	PLDB	2.00E-98	NP_002238.2	KCNMA1 BKTM KCa1.1 MaxiK SAKCA SLO SLO-ALPHA SLO1 bA205K10.1 mSLO1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	Homo sapiens
dd_Smed_v6_15876_0_1	2453	PLDB	0	NP_004970.3	KCND1 KV4.1	potassium voltage-gated channel subfamily D member 1	Homo sapiens
dd_Smed_v6_15912_0_1	1697	PLDB	3.00E-40	NP_715624.1	KCNC2 KV3.2	potassium voltage-gated channel subfamily C member 2	Homo sapiens
dd_Smed_v6_15923_0_3	2281	PLDB	9.00E-148	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_15923_0_5	1840	PLDB	0	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_15923_0_6	1676	PLDB	0	NP_861463.1	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_16107_0_1	893	PLDB	1.00E-11	NP_115904.1	BOK BCL2L9 BOKL	BCL2-related ovarian killer	Homo sapiens
dd_Smed_v6_16341_0_1	2526	PLDB	0	NP_004971.2	KCND3 KCND3L KCND3S KSHIVB KV4.3 SCA19 SCA22	"potassium voltage-gated channel, Shal-related subfamily, member 3"	Homo sapiens
dd_Smed_v6_16341_0_2	1677	PLDB	0	NP_004971.2	KCND3 KCND3L KCND3S KSHIVB KV4.3 SCA19 SCA22	"potassium voltage-gated channel, Shal-related subfamily, member 3"	Homo sapiens
dd_Smed_v6_1634_0_1	2289	PLDB	2.00E-25	NP_006272.2	STK3 KRS1 MST2	serine/threonine kinase 3	Homo sapiens
dd_Smed_v6_16375_0_1	911	PLDB	1.00E-53	NP_064545.1	MEIS3 MRG2	Meis homeobox 3	Homo sapiens
dd_Smed_v6_16399_0_1	705	PLDB	1.00E-39	XP_005264381.1	MEIS1	Meis homeobox 1	Homo sapiens
dd_Smed_v6_1646_0_1	764	PLDB	6.00E-34	XP_005266425.1	HMGB1 HMG1 HMG3 SBP-1	high mobility group box 1	Homo sapiens
dd_Smed_v6_16483_0_1	2726	PLDB	8.00E-109	NP_004432.1	EPHB1 ELK EPHT2 Hek6 NET	EPH receptor B1	Homo sapiens
dd_Smed_v6_16523_0_2	2806	PLDB	0	NP_001185.3	HCN2 BCNG-2 BCNG2 HAC-1	hyperpolarization activated cyclic nucleotide-gated potassium channel 2	Homo sapiens
dd_Smed_v6_16524_0_1	1016	PLDB	4.00E-34	NP_002439.2	MSX1 ECTD3 HOX7 HYD1 STHAG1	msh homeobox 1	Homo sapiens
dd_Smed_v6_1656_0_1	2455	PLDB	0	NP_066268.1	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_16571_0_1	3215	PLDB	1.00E-179	NP_003459.2	FZD5 C2orf31 HFZ5	frizzled class receptor 5	Homo sapiens
dd_Smed_v6_16583_0_1	1342	PLDB	5.00E-07	XP_006714873.1	NRG2 DON1 HRG2 NTAK	neuregulin 2	Homo sapiens
dd_Smed_v6_16646_0_1	424	PLDB	5.00E-15	NP_001277335.1	TAL1 SCL TCL5 bHLHa17 tal-1	T-cell acute lymphocytic leukemia 1	Homo sapiens
dd_Smed_v6_1672_0_1	1140	PLDB	1.00E-94	NP_057068.1	UCHL5 CGI-70 INO80R UCH-L5 UCH37	ubiquitin C-terminal hydrolase L5	Homo sapiens
dd_Smed_v6_16751_0_1	220	PLDB	2.00E-26	NP_620073.2	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_16809_0_1	1586	PLDB	2.00E-07	NP_053584.1	NRG2 DON1 HRG2 NTAK	neuregulin 2	Homo sapiens
dd_Smed_v6_16926_0_1	1200	PLDB	6.00E-62	NP_009128.1	FZD10 CD350 FZ-10 Fz10 FzE7 hFz10	frizzled class receptor 10	Homo sapiens
dd_Smed_v6_16963_0_1	3200	PLDB	0	NP_653234.2	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_16963_0_2	3187	PLDB	0	NP_653234.2	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_16963_0_3	1543	PLDB	3.00E-92	XP_006713024.1	KCNH8 ELK ELK1 Kv12.1 elk3	"potassium voltage-gated channel, subfamily H (eag-related), member 8"	Homo sapiens
dd_Smed_v6_16963_0_4	1530	PLDB	2.00E-107	NP_653234.2	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_1704_0_1	3684	PLDB	3.00E-74	NP_065825.1	MIB1 DIP-1 DIP1 LVNC7 MIB ZZANK2 ZZZ6	mindbomb E3 ubiquitin protein ligase 1	Homo sapiens
dd_Smed_v6_17106_0_1	6467	PLDB	2.00E-34	XP_005267560.2	HECTD1 EULIR	HECT domain containing E3 ubiquitin protein ligase 1	Homo sapiens
dd_Smed_v6_17168_1_1	1900	PLDB	8.00E-43	NP_114072.1	FZD8 FZ-8 hFZ8	frizzled class receptor 8	Homo sapiens
dd_Smed_v6_1717_0_1	2208	PLDB	7.00E-133	XP_006722013.1	SEPT4 ARTS BRADEION CE5B3 H5 MART PNUTL2 SEP4 hCDCREL-2	septin 4	Homo sapiens
dd_Smed_v6_17244_0_1	1610	PLDB	5.00E-18	NP_001137448.1	WEE1 WEE1A WEE1hu	WEE1 G2 checkpoint kinase	Homo sapiens
dd_Smed_v6_17324_0_1	987	PLDB	1.00E-84	NP_000298.3	POU3F4 BRAIN-4 BRN-4 BRN4 DFN3 DFNX2 OCT-9 OTF-9 OTF9	POU class 3 homeobox 4	Homo sapiens
dd_Smed_v6_17332_0_1	722	PLDB	5.00E-12	NP_001010926.1	HES5 bHLHb38	hes family bHLH transcription factor 5	Homo sapiens
dd_Smed_v6_17348_0_1	2598	PLDB	2.00E-123	NP_000288.1	PKD2 APKD2 PC2 PKD4 Pc-2 TRPP2	"polycystin 2, transient receptor potential cation channel"	Homo sapiens
dd_Smed_v6_17359_0_1	1782	PLDB	3.00E-30	NP_062816.2	KCNQ5 Kv7.5	"potassium voltage-gated channel, KQT-like subfamily, member 5"	Homo sapiens
dd_Smed_v6_17359_0_2	1762	PLDB	7.00E-37	NP_062816.2	KCNQ5 Kv7.5	"potassium voltage-gated channel, KQT-like subfamily, member 5"	Homo sapiens
dd_Smed_v6_17393_0_1	1501	PLDB	8.00E-61	NP_001002295.1	GATA3 HDR HDRS	GATA binding protein 3	Homo sapiens
dd_Smed_v6_17402_0_1	1619	PLDB	2.00E-28	NP_001710.1	BMP7 OP-1	bone morphogenetic protein 7	Homo sapiens
dd_Smed_v6_17422_0_1	1028	PLDB	3.00E-41	XP_006718291.1	LMO1 RBTN1 RHOM1 TTG1	LIM domain only 1 (rhombotin 1)	Homo sapiens
dd_Smed_v6_1755_0_1	1271	PLDB	2.00E-164	NP_001527.3	PRMT1 ANM1 HCP1 HRMT1L2 IR1B4	protein arginine methyltransferase 1	Homo sapiens
dd_Smed_v6_17589_0_1	1474	PLDB	2.00E-137	NP_000208.2	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_1767_0_1	843	PLDB	2.00E-08	NP_001179.1	BAK1 BAK BAK-LIKE BCL2L7 CDN1	BCL2 antagonist/killer 1	Homo sapiens
dd_Smed_v6_17726_0_1	2088	PLDB	1.00E-77	NP_000271.1	PAX6 AN AN2 D11S812E MGDA WAGR	paired box 6	Homo sapiens
dd_Smed_v6_1797_0_1	756	PLDB	6.00E-48	NP_006001.4	MANF ARMET ARP	mesencephalic astrocyte derived neurotrophic factor	Homo sapiens
dd_Smed_v6_18017_0_1	3073	PLDB	1.00E-82	NP_005210.3	DIAPH1 DFNA1 DIA1 DRF1 LFHL1 hDIA1	diaphanous-related formin 1	Homo sapiens
dd_Smed_v6_1804_0_1	3907	PLDB	0	NP_003066.2	SMARCC2 BAF170 CRACC2 Rsc8	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"	Homo sapiens
dd_Smed_v6_18178_0_1	1480	PLDB	1.00E-06	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_18218_0_1	1942	PLDB	9.00E-147	NP_000208.2	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_18218_0_2	1900	PLDB	4.00E-142	NP_000208.2	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_1827_0_1	1404	PLDB	5.00E-07	NP_001154836.1	NPTN GP55 GP65 SDFR1 SDR1 np55 np65	neuroplastin	Homo sapiens
dd_Smed_v6_18312_0_1	2237	PLDB	5.00E-69	NP_062874.1	HTR7 5-HT7	5-hydroxytryptamine receptor 7	Homo sapiens
dd_Smed_v6_18313_0_1	3455	PLDB	0	NP_001139120.1	RASGRF1 CDC25 CDC25L GNRP GRF1 GRF55 H-GRF55 PP13187 ras-GRF1	Ras protein specific guanine nucleotide releasing factor 1	Homo sapiens
dd_Smed_v6_18389_0_1	1468	PLDB	3.00E-46	NP_005242.1	FOXC2 FKHL14 LD MFH-1 MFH1	forkhead box C2	Homo sapiens
dd_Smed_v6_18390_0_1	823	PLDB	4.00E-12	NP_115904.1	BOK BCL2L9 BOKL	BCL2-related ovarian killer	Homo sapiens
dd_Smed_v6_18393_0_1	3330	PLDB	3.00E-35	XP_006714991.1	UNC5A UNC5H1	unc-5 netrin receptor A	Homo sapiens
dd_Smed_v6_18393_0_2	3320	PLDB	3.00E-35	XP_006714991.1	UNC5A UNC5H1	unc-5 netrin receptor A	Homo sapiens
dd_Smed_v6_18393_0_3	3319	PLDB	1.00E-35	XP_006714991.1	UNC5A UNC5H1	unc-5 netrin receptor A	Homo sapiens
dd_Smed_v6_18393_0_4	3309	PLDB	1.00E-35	XP_006714991.1	UNC5A UNC5H1	unc-5 netrin receptor A	Homo sapiens
dd_Smed_v6_18478_0_1	2003	PLDB	5.00E-48	NP_063945.2	INPP5E CORS1 CPD4 JBTS1 MORMS PPI5PIV	inositol polyphosphate-5-phosphatase E	Homo sapiens
dd_Smed_v6_1854_0_1	543	PLDB	7.00E-09	NP_982260.2	ASCL4 HASH4 bHLHa44	achaete-scute family bHLH transcription factor 4	Homo sapiens
dd_Smed_v6_18617_0_1	1075	PLDB	4.00E-99	NP_002237.1	KCNK3 K2p3.1 OAT1 PPH4 TASK TASK-1 TBAK1	potassium two pore domain channel subfamily K member 3	Homo sapiens
dd_Smed_v6_1869_0_1	3363	PLDB	0	NP_060715.2	OGDHL	oxoglutarate dehydrogenase-like	Homo sapiens
dd_Smed_v6_18793_0_1	3549	PLDB	0	NP_647479.2	KCNH5 EAG2 H-EAG2 Kv10.2 hEAG2	potassium voltage-gated channel subfamily H member 5	Homo sapiens
dd_Smed_v6_1886_0_1	2646	PLDB	8.00E-48	NP_001990.2	FBN2 CCA DA9	fibrillin 2	Homo sapiens
dd_Smed_v6_18978_0_1	662	PLDB	2.00E-64	NP_001269314.1	CSNK2B CK2B CK2N CSK2B G5A	casein kinase 2 beta	Homo sapiens
dd_Smed_v6_1916_0_1	4498	PLDB	3.00E-90	NP_001240316.1	CHL1 CALL L1CAM2	cell adhesion molecule L1-like	Homo sapiens
dd_Smed_v6_1921_0_1	1411	PLDB	1.00E-111	NP_002005.1	FKBP4 FKBP51 FKBP52 FKBP59 HBI Hsp56 PPIase p52	FK506 binding protein 4	Homo sapiens
dd_Smed_v6_1923_0_1	3418	PLDB	2.00E-88	NP_005350.1	SMAD4 DPC4 JIP MADH4 MYHRS	SMAD family member 4	Homo sapiens
dd_Smed_v6_19255_0_1	1072	PLDB	6.00E-45	NP_005241.1	FOXL1 FKH6 FKHL11 FREAC7	forkhead box L1	Homo sapiens
dd_Smed_v6_19433_0_1	2190	PLDB	3.00E-126	NP_067627.2	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens
dd_Smed_v6_19527_0_1	982	PLDB	3.00E-18	NP_005441.1	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_1963_0_1	1316	PLDB	7.00E-145	NP_001007469.1	SMARCB1 BAF47 INI1 MRD15 PPP1R144 RDT RTPS1 SNF5 SNF5L1 SWNTS1 Sfh1p Snr1 hSNFS	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	Homo sapiens
dd_Smed_v6_1976_0_1	1613	PLDB	0	NP_004682.2	ATP6V0D1 ATP6D ATP6DV P39 VATX VMA6 VPATPD	ATPase H  transporting V0 subunit d1	Homo sapiens
dd_Smed_v6_19866_0_1	1909	PLDB	2.00E-166	NP_003459.2	FZD5 C2orf31 HFZ5	frizzled class receptor 5	Homo sapiens
dd_Smed_v6_1987_0_1	1862	PLDB	9.00E-21	NP_003932.3	WASL N-WASP NWASP	Wiskott-Aldrich syndrome-like	Homo sapiens
dd_Smed_v6_1987_0_2	1844	PLDB	1.00E-20	NP_003932.3	WASL N-WASP NWASP	Wiskott-Aldrich syndrome-like	Homo sapiens
dd_Smed_v6_1987_0_3	1838	PLDB	2.00E-19	NP_003932.3	WASL N-WASP NWASP	Wiskott-Aldrich syndrome-like	Homo sapiens
dd_Smed_v6_1987_0_4	1820	PLDB	2.00E-19	NP_003932.3	WASL N-WASP NWASP	Wiskott-Aldrich syndrome-like	Homo sapiens
dd_Smed_v6_19890_0_1	2029	PLDB	6.00E-99	NP_001071121.1	TBX20 ASD4	T-box 20	Homo sapiens
dd_Smed_v6_20110_0_1	2713	PLDB	0	XP_005269836.1	KCNMA1 BKTM KCa1.1 MaxiK SAKCA SLO SLO-ALPHA SLO1 bA205K10.1 mSLO1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	Homo sapiens
dd_Smed_v6_2017_0_1	2930	PLDB	2.00E-116	NP_002202.2	ITGB1 CD29 FNRB GPIIA MDF2 MSK12 VLA-BETA VLAB	integrin subunit beta 1	Homo sapiens
dd_Smed_v6_20341_0_1	1556	PLDB	2.00E-19	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_2040_0_1	1966	PLDB	4.00E-90	NP_001378.1	DPYSL3 CRMP-4 CRMP4 DRP-3 DRP3 LCRMP ULIP ULIP-1	dihydropyrimidinase like 3	Homo sapiens
dd_Smed_v6_20665_0_1	2792	PLDB	1.00E-162	NP_068703.1	GABBR1 GABABR1 GABBR1-3 GB1 GPRC3A dJ271M21.1.1 dJ271M21.1.2	"gamma-aminobutyric acid (GABA) B receptor, 1"	Homo sapiens
dd_Smed_v6_20871_0_1	1509	PLDB	1.00E-33	XP_005265400.1	PTH1R PFE PTHR PTHR1	parathyroid hormone 1 receptor	Homo sapiens
dd_Smed_v6_21046_0_1	2133	PLDB	5.00E-06	NP_700356.2	LRIG3 LIG3	leucine-rich repeats and immunoglobulin like domains 3	Homo sapiens
dd_Smed_v6_2110_0_1	2100	PLDB	0	NP_002731.4	PRKCI DXS1179E PKCI nPKC-iota	protein kinase C iota	Homo sapiens
dd_Smed_v6_21323_0_1	661	PLDB	9.00E-28	NP_005797.1	OLIG2 BHLHB1 OLIGO2 PRKCBP2 RACK17 bHLHe19	oligodendrocyte lineage transcription factor 2	Homo sapiens
dd_Smed_v6_21347_0_1	1467	PLDB	3.00E-60	NP_003260.1	NR2E1 TLL TLX XTLL	nuclear receptor subfamily 2 group E member 1	Homo sapiens
dd_Smed_v6_2153_0_1	2590	PLDB	0	NP_004448.2	ACSL3 ACS3 FACL3 PRO2194	acyl-CoA synthetase long-chain family member 3	Homo sapiens
dd_Smed_v6_2159_0_1	4638	PLDB	0	NP_001122318.1	SMARCA4 BAF190 BAF190A BRG1 MRD16 RTPS2 SNF2 SNF2L4 SNF2LB SWI2 hSNF2b	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	Homo sapiens
dd_Smed_v6_2163_0_1	2217	PLDB	4.00E-96	NP_001106819.1	ECE1 ECE	endothelin converting enzyme 1	Homo sapiens
dd_Smed_v6_21781_0_1	339	PLDB	2.00E-21	NP_066268.1	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_21891_0_1	1219	PLDB	3.00E-13	NP_000106.1	EDNRB ABCDS ET-B ET-BR ETB ETBR ETRB HSCR HSCR2 WS4A	endothelin receptor type B	Homo sapiens
dd_Smed_v6_22331_0_1	1792	PLDB	7.00E-46	NP_002754.2	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_2235_0_1	2530	PLDB	3.00E-62	NP_036515.4	OSTF1 OSF SH3P2 bA235O14.1	osteoclast stimulating factor 1	Homo sapiens
dd_Smed_v6_22545_0_1	1060	PLDB	1.00E-11	XP_006711860.1	ENAH ENA MENA NDPP1	enabled homolog (Drosophila)	Homo sapiens
dd_Smed_v6_22787_0_1	1885	PLDB	6.00E-157	NP_000208.2	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_23063_0_1	2864	PLDB	0	NP_647479.2	KCNH5 EAG2 H-EAG2 Kv10.2 hEAG2	potassium voltage-gated channel subfamily H member 5	Homo sapiens
dd_Smed_v6_23131_0_1	1243	PLDB	2.00E-64	NP_006039.2	UBE4B E4 HDNB1 UBOX3 UFD2 UFD2A	ubiquitination factor E4B	Homo sapiens
dd_Smed_v6_2314_0_1	1046	PLDB	3.00E-80	NP_006806.1	TMED2 P24A RNP24 p24	transmembrane emp24 domain trafficking protein 2	Homo sapiens
dd_Smed_v6_2319_0_1	2428	PLDB	4.00E-69	XP_005245988.1	TMEM57 MACOILIN	transmembrane protein 57	Homo sapiens
dd_Smed_v6_23249_0_1	1398	PLDB	4.00E-50	NP_036315.1	FOXD3 AIS1 Genesis HFH2 VAMAS2	forkhead box D3	Homo sapiens
dd_Smed_v6_23262_0_1	293	PLDB	3.00E-22	NP_620073.2	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_23620_0_1	600	PLDB	1.00E-06	NP_001312.1	CSRP2 CRP2 LMO5 SmLIM	cysteine and glycine rich protein 2	Homo sapiens
dd_Smed_v6_2387_0_1	3994	PLDB	2.00E-141	NP_038464.1	NCKAP1 HEM2 NAP1 NAP125 p125Nap1	NCK associated protein 1	Homo sapiens
dd_Smed_v6_2388_0_1	1422	PLDB	6.00E-113	NP_000301.1	PPT1 CLN1 INCL PPT	palmitoyl-protein thioesterase 1	Homo sapiens
dd_Smed_v6_2400_0_1	2772	PLDB	5.00E-57	NP_006099.2	SPON1 VSGP/F-spondin f-spondin	spondin 1	Homo sapiens
dd_Smed_v6_2438_0_1	11330	PLDB	3.00E-96	NP_001243779.1	TTN CMD1G CMH9 CMPD4 EOMFC HMERF LGMD2J MYLK5 TMD	titin	Homo sapiens
dd_Smed_v6_2470_0_1	5004	PLDB	2.00E-75	NP_001278030.1	CACNA2D2 CACNA2D	calcium voltage-gated channel auxiliary subunit alpha2delta 2	Homo sapiens
dd_Smed_v6_2476_0_1	1348	PLDB	1.00E-139	NP_001180413.1	LIMS1 PINCH PINCH-1 PINCH1	LIM zinc finger domain containing 1	Homo sapiens
dd_Smed_v6_24908_0_1	1291	PLDB	3.00E-94	NP_000801.1	GABRA5	"gamma-aminobutyric acid (GABA) A receptor, alpha 5"	Homo sapiens
dd_Smed_v6_25015_0_1	692	PLDB	4.00E-28	XP_006710688.1	KCNC4 C1orf30 HKSHIIIC KSHIIIC KV3.4	potassium voltage-gated channel subfamily C member 4	Homo sapiens
dd_Smed_v6_2531_0_1	454	PLDB	2.00E-20	NP_001478.2	BLOC1S1 BLOS1 GCN5L1 MICoA RT14	"biogenesis of lysosomal organelles complex-1, subunit 1"	Homo sapiens
dd_Smed_v6_25321_0_1	836	PLDB	9.00E-28	NP_003097.1	SOX2 ANOP3 MCOPS3	SRY-box 2	Homo sapiens
dd_Smed_v6_25420_0_1	1736	PLDB	2.00E-33	NP_003260.1	NR2E1 TLL TLX XTLL	nuclear receptor subfamily 2 group E member 1	Homo sapiens
dd_Smed_v6_2561_0_1	1976	PLDB	1.00E-20	NP_958817.1	APP AAA ABETA ABPP AD1 APPI CTFgamma CVAP PN-II PN2	amyloid beta (A4) precursor protein	Homo sapiens
dd_Smed_v6_2588_0_1	1001	PLDB	3.00E-10	NP_001179.1	BAK1 BAK BAK-LIKE BCL2L7 CDN1	BCL2 antagonist/killer 1	Homo sapiens
dd_Smed_v6_2589_0_1	1808	PLDB	2.00E-44	NP_663306.1	MAP3K7 MEKK7 TAK1 TGF1a	mitogen-activated protein kinase kinase kinase 7	Homo sapiens
dd_Smed_v6_26182_0_1	1119	PLDB	1.00E-66	NP_005983.1	TBX1 CAFS CATCH22 CTHM DGCR DGS DORV TBX1C TGA VCF VCFS	T-box 1	Homo sapiens
dd_Smed_v6_2618_0_1	3118	PLDB	4.00E-127	XP_005253271.1	NAV2 HELAD1 POMFIL2 RAINB1 STEERIN2 UNC53H2	neuron navigator 2	Homo sapiens
dd_Smed_v6_2622_0_1	4304	PLDB	6.00E-160	NP_054860.1	CNTNAP2 AUTS15 CASPR2 CDFE NRXN4 PTHSL1	contactin associated protein-like 2	Homo sapiens
dd_Smed_v6_26512_0_1	1007	PLDB	1.00E-08	NP_919415.2	VAPA VAP-33 VAP-A VAP33 hVAP-33	VAMP associated protein A	Homo sapiens
dd_Smed_v6_2673_0_1	4186	PLDB	1.00E-84	NP_005067.1	CNTN2 AXT FAME5 TAG-1 TAX TAX1	contactin 2 (axonal)	Homo sapiens
dd_Smed_v6_26877_0_1	342	PLDB	4.00E-14	NP_005163.1	ATOH1 ATH1 HATH1 MATH-1 bHLHa14	atonal homolog 1 (Drosophila)	Homo sapiens
dd_Smed_v6_2688_0_1	3185	PLDB	3.00E-135	NP_001895.1	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_26915_0_1	1255	PLDB	9.00E-103	NP_751895.1	KCNQ4 DFNA2 DFNA2A KV7.4	"potassium voltage-gated channel, KQT-like subfamily, member 4"	Homo sapiens
dd_Smed_v6_2693_0_1	1672	PLDB	5.00E-10	NP_001760.1	CD9 BTCC-1 DRAP-27 MIC3 MRP-1 TSPAN-29 TSPAN29	CD9 molecule	Homo sapiens
dd_Smed_v6_2700_0_1	2196	PLDB	3.00E-59	XP_005245988.1	TMEM57 MACOILIN	transmembrane protein 57	Homo sapiens
dd_Smed_v6_2752_0_1	1035	PLDB	1.00E-27	NP_919415.2	VAPA VAP-33 VAP-A VAP33 hVAP-33	VAMP associated protein A	Homo sapiens
dd_Smed_v6_27625_0_1	792	PLDB	1.00E-22	NP_006760.1	LMO4	LIM domain only 4	Homo sapiens
dd_Smed_v6_2771_0_1	1956	PLDB	2.00E-94	XP_005263960.1	FHL2 AAG11 DRAL FHL-2 SLIM-3 SLIM3	four and a half LIM domains 2	Homo sapiens
dd_Smed_v6_2771_0_2	1262	PLDB	2.00E-96	XP_005263960.1	FHL2 AAG11 DRAL FHL-2 SLIM-3 SLIM3	four and a half LIM domains 2	Homo sapiens
dd_Smed_v6_27885_0_1	562	PLDB	2.00E-07	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_2792_0_1	1024	PLDB	8.00E-82	NP_005650.2	UFD1L UFD1	ubiquitin fusion degradation 1 like (yeast)	Homo sapiens
