Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_1432_0_1	7239	PLDB	0	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_14344_0_1	3344	PLDB	1.00E-63	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_14362_0_1	876	PLDB	2.00E-42	PAX5 ALL3 BSAP	paired box 5	Homo sapiens
dd_Smed_v6_1449_0_1	1707	PLDB	3.00E-157	PSMD3 P58 RPN3 S3 TSTA2	"proteasome 26S subunit, non-ATPase 3"	Homo sapiens
dd_Smed_v6_14523_0_1	3333	PLDB	1.00E-52	PCDHA11 CNR7 CNRN7 CNRS7 CRNR7 PCDH-ALPHA11	protocadherin alpha 11	Homo sapiens
dd_Smed_v6_14558_0_1	893	PLDB	2.00E-18	MMP9 CLG4B GELB MANDP2 MMP-9	matrix metallopeptidase 9	Homo sapiens
dd_Smed_v6_14598_0_1	1822	PLDB	1.00E-56	DACH1 DACH	dachshund family transcription factor 1	Homo sapiens
dd_Smed_v6_14611_0_1	1567	PLDB	1.00E-53	FLI1 EWSR2 SIC-1	"Fli-1 proto-oncogene, ETS transcription factor"	Homo sapiens
dd_Smed_v6_14613_0_1	3458	PLDB	2.00E-68	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_14635_0_1	1785	PLDB	4.00E-32	FOXJ1 FKHL13 HFH-4 HFH4	forkhead box J1	Homo sapiens
dd_Smed_v6_14712_0_1	1555	PLDB	3.00E-43	ETV4 E1A-F E1AF PEA3 PEAS3	ETS variant 4	Homo sapiens
dd_Smed_v6_14730_0_1	6521	PLDB	0	CACNA1H CACNA1HB Cav3.2 ECA6 EIG6	"calcium channel, voltage-dependent, T type, alpha 1H subunit"	Homo sapiens
dd_Smed_v6_14778_0_1	3203	PLDB	7.00E-73	PCDHB10 PCDH-BETA10 PCHB10	protocadherin beta 10	Homo sapiens
dd_Smed_v6_1478_0_1	2078	PLDB	0	DPYSL2 CRMP-2 CRMP2 DHPRP2 DRP-2 DRP2 N2A3 ULIP-2 ULIP2	dihydropyrimidinase like 2	Homo sapiens
dd_Smed_v6_1479_0_1	1608	PLDB	2.00E-50	ADAP1 CENTA1 GCS1L p42IP4	ArfGAP with dual PH domains 1	Homo sapiens
dd_Smed_v6_14852_0_1	2639	PLDB	5.00E-118	NTN1 NTN1L	netrin 1	Homo sapiens
dd_Smed_v6_14910_0_1	1470	PLDB	4.00E-21	KLF4 EZF GKLF	Kruppel-like factor 4 (gut)	Homo sapiens
dd_Smed_v6_15033_0_1	3215	PLDB	1.00E-73	PCDH18 PCDH68L	protocadherin 18	Homo sapiens
dd_Smed_v6_15035_0_1	752	PLDB	2.00E-35	FOXF1 ACDMPV FKHL5 FREAC1	forkhead box F1	Homo sapiens
dd_Smed_v6_15107_0_1	1176	PLDB	5.00E-48	GCM2 GCMB hGCMb	glial cells missing homolog 2	Homo sapiens
dd_Smed_v6_15120_0_1	3240	PLDB	3.00E-115	KIF4B	kinesin family member 4B	Homo sapiens
dd_Smed_v6_15144_0_1	1644	PLDB	2.00E-68	LHX2 LH2 hLhx2	LIM homeobox 2	Homo sapiens
dd_Smed_v6_1518_0_1	3134	PLDB	4.00E-48	CLSTN1 ALC-ALPHA CDHR12 CSTN1 PIK3CD XB31alpha alcalpha1 alcalpha2	calsyntenin 1	Homo sapiens
dd_Smed_v6_15204_0_1	966	PLDB	1.00E-118	HSPA8 HEL-33 HEL-S-72p HSC54 HSC70 HSC71 HSP71 HSP73 HSPA10 LAP-1 LAP1 NIP71	heat shock protein family A (Hsp70) member 8	Homo sapiens
dd_Smed_v6_1522_0_1	2057	PLDB	3.00E-26	SH3KBP1 CD2BP3 CIN85 GIG10 HSB-1 HSB1 MIG18	SH3-domain kinase binding protein 1	Homo sapiens
dd_Smed_v6_1534_0_1	1127	PLDB	1.00E-09	BSG 5F7 CD147 EMMPRIN M6 OK TCSF	basigin (Ok blood group)	Homo sapiens
dd_Smed_v6_15356_0_1	5735	PLDB	9.00E-114	LOC100653137	cadherin-23-like	Homo sapiens
dd_Smed_v6_15423_0_1	1074	PLDB	3.00E-16	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_15436_0_1	1632	PLDB	1.00E-101	SIX1 BOS3 DFNA23 TIP39	SIX homeobox 1	Homo sapiens
dd_Smed_v6_15469_0_1	1558	PLDB	6.00E-104	WNT5B	Wnt family member 5B	Homo sapiens
dd_Smed_v6_15471_0_1	861	PLDB	2.00E-47	SIX1 BOS3 DFNA23 TIP39	SIX homeobox 1	Homo sapiens
dd_Smed_v6_15474_0_1	2608	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_15476_0_1	2642	PLDB	0	CUL3 CUL-3 PHA2E	cullin 3	Homo sapiens
dd_Smed_v6_15531_0_1	2899	PLDB	2.00E-76	ZIC2 HPE5	Zic family member 2	Homo sapiens
dd_Smed_v6_15555_0_1	1632	PLDB	3.00E-70	POU4F3 BRN3C DFNA15	POU class 4 homeobox 3	Homo sapiens
dd_Smed_v6_15627_0_1	3331	PLDB	0	TRPC4 HTRP-4 HTRP4 TRP4	"transient receptor potential cation channel, subfamily C, member 4"	Homo sapiens
dd_Smed_v6_15639_0_1	2655	PLDB	8.00E-82	ERCC4 ERCC11 FANCQ RAD1 XPF	excision repair cross-complementation group 4	Homo sapiens
dd_Smed_v6_15643_0_1	3133	PLDB	3.00E-67	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_15726_0_1	5318	PLDB	1.00E-96	ASPM ASP Calmbp1 MCPH5	"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)"	Homo sapiens
dd_Smed_v6_15732_0_1	1970	PLDB	2.00E-46	PAX5 ALL3 BSAP	paired box 5	Homo sapiens
dd_Smed_v6_15780_0_1	1555	PLDB	0	TTC8 BBS8 RP51	tetratricopeptide repeat domain 8	Homo sapiens
dd_Smed_v6_15865_0_1	2638	PLDB	2.00E-46	NR4A1 GFRP1 HMR N10 NAK-1 NGFIB NP10 NUR77 TR3	"nuclear receptor subfamily 4, group A, member 1"	Homo sapiens
dd_Smed_v6_15910_0_1	796	PLDB	2.00E-08	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_1596_0_1	1172	PLDB	2.00E-101	NUDC HNUDC MNUDC NPD011	nudC nuclear distribution protein	Homo sapiens
dd_Smed_v6_1600_0_1	1425	PLDB	1.00E-148	EIF3E EIF3-P48 EIF3S6 INT6 eIF3-p46	eukaryotic translation initiation factor 3 subunit E	Homo sapiens
dd_Smed_v6_16007_0_1	913	PLDB	3.00E-40	BARHL2	BarH like homeobox 2	Homo sapiens
dd_Smed_v6_16055_0_1	1211	PLDB	2.00E-25	SSTR4 SS-4-R SS4-R SS4R	somatostatin receptor 4	Homo sapiens
dd_Smed_v6_16065_0_1	2249	PLDB	1.00E-27	PCDHGB1 PCDH-GAMMA-B1	"protocadherin gamma subfamily B, 1"	Homo sapiens
dd_Smed_v6_16185_0_1	590	PLDB	2.00E-33	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_1637_0_1	1752	PLDB	2.00E-167	FLOT1	flotillin 1	Homo sapiens
dd_Smed_v6_16397_0_1	3236	PLDB	7.00E-67	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_16434_0_1	2829	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_16472_0_1	2805	PLDB	5.00E-82	ONECUT1 HNF-6 HNF6 HNF6A	one cut homeobox 1	Homo sapiens
dd_Smed_v6_16473_0_1	541	PLDB	3.00E-10	MIEN1 C17orf37 C35 ORB3 RDX12 XTP4	migration and invasion enhancer 1	Homo sapiens
dd_Smed_v6_16483_0_1	2726	PLDB	8.00E-109	EPHB1 ELK EPHT2 Hek6 NET	EPH receptor B1	Homo sapiens
dd_Smed_v6_16566_0_1	3380	PLDB	2.00E-66	PCDHGA7 PCDH-GAMMA-A7	"protocadherin gamma subfamily A, 7"	Homo sapiens
dd_Smed_v6_16566_0_2	2957	PLDB	1.00E-66	PCDHGA7 PCDH-GAMMA-A7	"protocadherin gamma subfamily A, 7"	Homo sapiens
dd_Smed_v6_16566_0_3	2076	PLDB	3.00E-30	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_16566_0_4	1653	PLDB	2.00E-30	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_16629_0_1	3351	PLDB	4.00E-64	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_1670_0_1	1488	PLDB	2.00E-44	NDE1 HOM-TES-87 LIS4 MHAC NDE NUDE NUDE1	nudE neurodevelopment protein 1	Homo sapiens
dd_Smed_v6_16724_0_1	967	PLDB	5.00E-65	RAD51C BROVCA3 FANCO R51H3 RAD51L2	RAD51 paralog C	Homo sapiens
dd_Smed_v6_16822_0_1	4069	PLDB	0	CACNA1H CACNA1HB Cav3.2 ECA6 EIG6	"calcium channel, voltage-dependent, T type, alpha 1H subunit"	Homo sapiens
dd_Smed_v6_16848_0_1	2685	PLDB	7.00E-150	EIF3C EIF3CL EIF3S8 eIF3-p110	eukaryotic translation initiation factor 3 subunit C	Homo sapiens
dd_Smed_v6_16882_0_1	209	PLDB	2.00E-13	PPP1CB HEL-S-80p PP-1B PP1B PP1beta PPP1CD	protein phosphatase 1 catalytic subunit beta	Homo sapiens
dd_Smed_v6_1701_0_1	851	PLDB	2.00E-75	SNF8 Dot3 EAP30 VPS22	"SNF8, ESCRT-II complex subunit"	Homo sapiens
dd_Smed_v6_17019_0_1	3377	PLDB	7.00E-71	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_17019_0_2	3292	PLDB	7.00E-71	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_1702_0_1	1052	PLDB	4.00E-101	YWHAE 14-3-3E HEL2 KCIP-1 MDCR MDS	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	Homo sapiens
dd_Smed_v6_17021_0_1	1943	PLDB	2.00E-38	SCNN1B BESC1 ENaCb ENaCbeta SCNEB	sodium channel epithelial 1 beta subunit	Homo sapiens
dd_Smed_v6_17110_0_1	3396	PLDB	3.00E-53	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_17141_0_1	929	PLDB	3.00E-37	PPAP2A LLP1a LPP1 PAP-2a PAP2	phosphatidic acid phosphatase type 2A	Homo sapiens
dd_Smed_v6_17278_0_2	1788	PLDB	7.00E-21	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_17278_0_3	1575	PLDB	6.00E-21	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_17278_0_6	1502	PLDB	3.00E-20	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_17278_0_8	1422	PLDB	2.00E-27	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_17393_0_1	1501	PLDB	8.00E-61	GATA3 HDR HDRS	GATA binding protein 3	Homo sapiens
dd_Smed_v6_174_0_1	1071	PLDB	2.00E-173	GNB2L1 Gnb2-rs1 H12.3 HLC-7 PIG21 RACK1	"guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1"	Homo sapiens
dd_Smed_v6_17402_0_1	1619	PLDB	2.00E-28	BMP7 OP-1	bone morphogenetic protein 7	Homo sapiens
dd_Smed_v6_17726_0_1	2088	PLDB	1.00E-77	PAX6 AN AN2 D11S812E MGDA WAGR	paired box 6	Homo sapiens
dd_Smed_v6_17759_0_1	2552	PLDB	4.00E-35	CASKIN2 ANKS5B	CASK interacting protein 2	Homo sapiens
dd_Smed_v6_17807_0_1	1035	PLDB	4.00E-23	GTF2E2 FE TF2E2 TFIIE-B	"general transcription factor IIE, polypeptide 2, beta 34kDa"	Homo sapiens
dd_Smed_v6_17807_0_3	550	PLDB	6.00E-10	GTF2E2 FE TF2E2 TFIIE-B	"general transcription factor IIE, polypeptide 2, beta 34kDa"	Homo sapiens
dd_Smed_v6_1783_0_1	2426	PLDB	2.00E-39	PTPRJ CD148 DEP1 HPTPeta R-PTP-ETA SCC1	"protein tyrosine phosphatase, receptor type J"	Homo sapiens
dd_Smed_v6_18017_0_1	3073	PLDB	1.00E-82	DIAPH1 DFNA1 DIA1 DRF1 LFHL1 hDIA1	diaphanous-related formin 1	Homo sapiens
dd_Smed_v6_1804_0_1	3907	PLDB	0	SMARCC2 BAF170 CRACC2 Rsc8	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"	Homo sapiens
dd_Smed_v6_1814_0_1	4235	PLDB	0	CYFIP2 PIR121	cytoplasmic FMR1 interacting protein 2	Homo sapiens
dd_Smed_v6_18181_0_1	2151	PLDB	6.00E-99	NTN1 NTN1L	netrin 1	Homo sapiens
dd_Smed_v6_1820_0_1	4055	PLDB	0	CYFIP2 PIR121	cytoplasmic FMR1 interacting protein 2	Homo sapiens
dd_Smed_v6_18291_0_1	979	PLDB	1.00E-19	PPAP2A LLP1a LPP1 PAP-2a PAP2	phosphatidic acid phosphatase type 2A	Homo sapiens
dd_Smed_v6_1830_0_1	1226	PLDB	1.00E-69	PARD6B PAR6B	par-6 family cell polarity regulator beta	Homo sapiens
dd_Smed_v6_18313_0_1	3455	PLDB	0	RASGRF1 CDC25 CDC25L GNRP GRF1 GRF55 H-GRF55 PP13187 ras-GRF1	Ras protein specific guanine nucleotide releasing factor 1	Homo sapiens
dd_Smed_v6_18313_0_2	3345	PLDB	0	RASGRF1 CDC25 CDC25L GNRP GRF1 GRF55 H-GRF55 PP13187 ras-GRF1	Ras protein specific guanine nucleotide releasing factor 1	Homo sapiens
dd_Smed_v6_18373_0_1	3814	PLDB	3.00E-91	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_18389_0_1	1468	PLDB	3.00E-46	FOXC2 FKHL14 LD MFH-1 MFH1	forkhead box C2	Homo sapiens
dd_Smed_v6_18393_0_1	3330	PLDB	3.00E-35	UNC5A UNC5H1	unc-5 netrin receptor A	Homo sapiens
dd_Smed_v6_18397_0_1	3082	PLDB	3.00E-53	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_18465_0_1	1183	PLDB	1.00E-31	CTGF CCN2 HCS24 IGFBP8 NOV2	connective tissue growth factor	Homo sapiens
dd_Smed_v6_1847_0_10	2933	PLDB	3.00E-34	NGEF ARHGEF27 EPHEXIN	neuronal guanine nucleotide exchange factor	Homo sapiens
dd_Smed_v6_1847_0_3	3196	PLDB	3.00E-34	ARHGEF26 CSGEF HMFN1864 SGEF	Rho guanine nucleotide exchange factor 26	Homo sapiens
dd_Smed_v6_1847_0_4	3149	PLDB	3.00E-34	ARHGEF26 CSGEF HMFN1864 SGEF	Rho guanine nucleotide exchange factor 26	Homo sapiens
dd_Smed_v6_1847_0_5	3146	PLDB	3.00E-34	ARHGEF26 CSGEF HMFN1864 SGEF	Rho guanine nucleotide exchange factor 26	Homo sapiens
dd_Smed_v6_1847_0_6	3099	PLDB	3.00E-34	ARHGEF26 CSGEF HMFN1864 SGEF	Rho guanine nucleotide exchange factor 26	Homo sapiens
dd_Smed_v6_1847_0_7	3030	PLDB	3.00E-34	NGEF ARHGEF27 EPHEXIN	neuronal guanine nucleotide exchange factor	Homo sapiens
dd_Smed_v6_1847_0_8	2983	PLDB	3.00E-34	NGEF ARHGEF27 EPHEXIN	neuronal guanine nucleotide exchange factor	Homo sapiens
dd_Smed_v6_1847_0_9	2980	PLDB	3.00E-34	NGEF ARHGEF27 EPHEXIN	neuronal guanine nucleotide exchange factor	Homo sapiens
dd_Smed_v6_18580_0_1	1472	PLDB	3.00E-20	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_18719_0_1	1059	PLDB	7.00E-43	BARHL2	BarH like homeobox 2	Homo sapiens
dd_Smed_v6_18778_0_1	1546	PLDB	1.00E-46	CDC6 CDC18L HsCDC18 HsCDC6	cell division cycle 6	Homo sapiens
dd_Smed_v6_1885_0_1	3190	PLDB	2.00E-50	LARP1 LARP	"La ribonucleoprotein domain family, member 1"	Homo sapiens
dd_Smed_v6_1887_0_1	1629	PLDB	1.00E-133	FLOT1	flotillin 1	Homo sapiens
dd_Smed_v6_18978_0_1	662	PLDB	2.00E-64	CSNK2B CK2B CK2N CSK2B G5A	casein kinase 2 beta	Homo sapiens
dd_Smed_v6_1907_0_1	1053	PLDB	8.00E-49	PPAP2A LLP1a LPP1 PAP-2a PAP2	phosphatidic acid phosphatase type 2A	Homo sapiens
dd_Smed_v6_1916_0_1	4498	PLDB	3.00E-90	CHL1 CALL L1CAM2	cell adhesion molecule L1-like	Homo sapiens
dd_Smed_v6_1923_0_1	3418	PLDB	2.00E-88	SMAD4 DPC4 JIP MADH4 MYHRS	SMAD family member 4	Homo sapiens
dd_Smed_v6_19255_0_1	1072	PLDB	6.00E-45	FOXL1 FKH6 FKHL11 FREAC7	forkhead box L1	Homo sapiens
dd_Smed_v6_1927_0_1	1189	PLDB	3.00E-09	PLEKHB2 EVT2	pleckstrin homology domain containing B2	Homo sapiens
dd_Smed_v6_19527_0_1	982	PLDB	3.00E-18	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_1963_0_1	1316	PLDB	7.00E-145	SMARCB1 BAF47 INI1 MRD15 PPP1R144 RDT RTPS1 SNF5 SNF5L1 SWNTS1 Sfh1p Snr1 hSNFS	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	Homo sapiens
dd_Smed_v6_19727_0_1	1920	PLDB	4.00E-05	SCNN1B BESC1 ENaCb ENaCbeta SCNEB	"sodium channel, non-voltage-gated 1, beta subunit"	Homo sapiens
dd_Smed_v6_19816_0_1	3722	PLDB	9.00E-72	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_19826_0_1	3512	PLDB	2.00E-52	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_1986_0_1	1792	PLDB	0	STIP1 HEL-S-94n HOP IEF-SSP-3521 P60 STI1 STI1L	stress induced phosphoprotein 1	Homo sapiens
dd_Smed_v6_19860_0_1	3315	PLDB	6.00E-55	FAT4 CDHF14 CDHR11 FAT-J FATJ NBLA00548 VMLDS2	FAT atypical cadherin 4	Homo sapiens
dd_Smed_v6_1987_0_1	1862	PLDB	9.00E-21	WASL N-WASP NWASP	Wiskott-Aldrich syndrome-like	Homo sapiens
dd_Smed_v6_19890_0_1	2029	PLDB	6.00E-99	TBX20 ASD4	T-box 20	Homo sapiens
dd_Smed_v6_19925_0_1	3389	PLDB	1.00E-62	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_20050_0_1	2404	PLDB	8.00E-64	PLEKHG7	"pleckstrin homology domain containing, family G (with RhoGef domain) member 7"	Homo sapiens
dd_Smed_v6_20122_0_1	1028	PLDB	1.00E-19	"B3GALT5 B3GalT-V B3GalTx B3T5 GLCT5 beta-1,3-GalTase 5 beta-3-Gx-T5 beta3Gal-T5"	"beta-1,3-galactosyltransferase 5"	Homo sapiens
dd_Smed_v6_20159_0_1	1333	PLDB	2.00E-24	DCDC2 DCDC2A RU2 RU2S	doublecortin domain containing 2	Homo sapiens
dd_Smed_v6_2017_0_1	2930	PLDB	2.00E-116	ITGB1 CD29 FNRB GPIIA MDF2 MSK12 VLA-BETA VLAB	integrin subunit beta 1	Homo sapiens
dd_Smed_v6_20282_0_1	1378	PLDB	3.00E-32	ETV4 E1A-F E1AF PEA3 PEAS3	ETS variant 4	Homo sapiens
dd_Smed_v6_2029_0_1	786	PLDB	5.00E-17	ZFAND5 ZA20D2 ZFAND5A ZNF216	zinc finger AN1-type containing 5	Homo sapiens
dd_Smed_v6_2038_0_1	1360	PLDB	1.00E-27	ZFAND5 ZA20D2 ZFAND5A ZNF216	zinc finger AN1-type containing 5	Homo sapiens
dd_Smed_v6_2040_0_1	1966	PLDB	4.00E-90	DPYSL3 CRMP-4 CRMP4 DRP-3 DRP3 LCRMP ULIP ULIP-1	dihydropyrimidinase like 3	Homo sapiens
dd_Smed_v6_2067_0_1	1250	PLDB	2.00E-99	FLOT1	flotillin 1	Homo sapiens
dd_Smed_v6_2092_0_1	1831	PLDB	3.00E-38	ETS1 ETS-1 EWSR2 p54	v-ets avian erythroblastosis virus E26 oncogene homolog 1	Homo sapiens
dd_Smed_v6_2102_0_1	1246	PLDB	1.00E-97	PA2G4 EBP1 HG4-1 p38-2G4	proliferation-associated 2G4	Homo sapiens
dd_Smed_v6_2110_0_1	2100	PLDB	0	PRKCI DXS1179E PKCI nPKC-iota	protein kinase C iota	Homo sapiens
dd_Smed_v6_21196_0_1	1495	PLDB	7.00E-50	DRD5 DBDR DRD1B DRD1L2	dopamine receptor D5	Homo sapiens
dd_Smed_v6_21207_0_1	3319	PLDB	5.00E-78	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_21347_0_1	1467	PLDB	3.00E-60	NR2E1 TLL TLX XTLL	nuclear receptor subfamily 2 group E member 1	Homo sapiens
dd_Smed_v6_2135_0_1	1329	PLDB	6.00E-146	PSMD11 Rpn6 S9 p44.5	"proteasome 26S subunit, non-ATPase 11"	Homo sapiens
dd_Smed_v6_2142_0_1	1095	PLDB	1.00E-27	GTF2F2 BTF4 RAP30 TF2F2 TFIIF	general transcription factor IIF subunit 2	Homo sapiens
dd_Smed_v6_21489_0_1	3197	PLDB	3.00E-88	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_21489_0_2	3179	PLDB	2.00E-88	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_2159_0_1	4638	PLDB	0	SMARCA4 BAF190 BAF190A BRG1 MRD16 RTPS2 SNF2 SNF2L4 SNF2LB SWI2 hSNF2b	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	Homo sapiens
dd_Smed_v6_2160_0_1	2683	PLDB	0	DNM1 DNM	dynamin 1	Homo sapiens
dd_Smed_v6_2160_0_2	2662	PLDB	0	DNM1 DNM	dynamin 1	Homo sapiens
dd_Smed_v6_2160_0_3	2653	PLDB	0	DNM1 DNM	dynamin 1	Homo sapiens
dd_Smed_v6_2160_0_4	2647	PLDB	0	DNM1 DNM	dynamin 1	Homo sapiens
dd_Smed_v6_2160_0_5	2632	PLDB	0	DNM1 DNM	dynamin 1	Homo sapiens
dd_Smed_v6_2160_0_7	2617	PLDB	0	DNM1 DNM	dynamin 1	Homo sapiens
dd_Smed_v6_2160_0_8	2596	PLDB	0	DNM1 DNM	dynamin 1	Homo sapiens
dd_Smed_v6_2167_0_1	987	PLDB	4.00E-88	RAP1B K-REV RAL1B	"RAP1B, member of RAS oncogene family"	Homo sapiens
dd_Smed_v6_218_0_1	344	PLDB	4.00E-68	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_21882_0_1	920	PLDB	3.00E-68	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_21891_0_1	1219	PLDB	3.00E-13	EDNRB ABCDS ET-B ET-BR ETB ETBR ETRB HSCR HSCR2 WS4A	endothelin receptor type B	Homo sapiens
dd_Smed_v6_2224_0_1	3262	PLDB	4.00E-71	ENPEP APA CD249 gp160	glutamyl aminopeptidase	Homo sapiens
dd_Smed_v6_22331_0_1	1792	PLDB	7.00E-46	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_22332_0_1	2849	PLDB	4.00E-40	DDR2 MIG20a NTRKR3 TKT TYRO10	discoidin domain receptor tyrosine kinase 2	Homo sapiens
dd_Smed_v6_2244_0_1	819	PLDB	1.00E-23	MIF GIF GLIF MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Homo sapiens
dd_Smed_v6_2249_0_1	1044	PLDB	1.00E-09	PEX13 NALD PBD11A PBD11B ZWS	peroxisomal biogenesis factor 13	Homo sapiens
dd_Smed_v6_22524_0_1	897	PLDB	8.00E-34	HOXB7 HHO.C1 HOX2 HOX2C Hox-2.3	homeobox B7	Homo sapiens
dd_Smed_v6_22545_0_1	1060	PLDB	1.00E-11	ENAH ENA MENA NDPP1	enabled homolog (Drosophila)	Homo sapiens
dd_Smed_v6_2261_0_1	2572	PLDB	4.00E-73	ACAP2 CENTB2 CNT-B2	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"	Homo sapiens
dd_Smed_v6_22871_0_2	616	PLDB	2.00E-15	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_2288_0_1	2608	PLDB	1.00E-127	ZRANB1 TRABID	zinc finger RANBP2-type containing 1	Homo sapiens
dd_Smed_v6_2291_0_1	1700	PLDB	2.00E-101	SRC ASV SRC1 c-SRC p60-Src	"SRC proto-oncogene, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_23144_0_1	824	PLDB	2.00E-81	RAF1 CRAF NS5 Raf-1 c-Raf	"Raf-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_23249_0_1	1398	PLDB	4.00E-50	FOXD3 AIS1 Genesis HFH2 VAMAS2	forkhead box D3	Homo sapiens
dd_Smed_v6_23270_0_1	3475	PLDB	4.00E-77	NRXN1 Hs.22998 PTHSL2 SCZD17	neurexin 1	Homo sapiens
dd_Smed_v6_2337_0_1	5944	PLDB	4.00E-32	COL5A2	"collagen, type V, alpha 2"	Homo sapiens
dd_Smed_v6_2341_0_1	3074	PLDB	7.00E-144	ADAM10 AD10 AD18 CD156c HsT18717 MADM RAK kuz	ADAM metallopeptidase domain 10	Homo sapiens
dd_Smed_v6_2360_0_1	1273	PLDB	5.00E-46	PTP4A1 HH72 PRL-1 PRL1 PTP(CAAX1) PTPCAAX1	"protein tyrosine phosphatase type IVA, member 1"	Homo sapiens
dd_Smed_v6_23601_0_1	863	PLDB	2.00E-12	LARP7 ALAZS PIP7S	"La ribonucleoprotein domain family, member 7"	Homo sapiens
dd_Smed_v6_2365_0_1	881	PLDB	4.00E-81	AP1S2 MGC:1902 MRX59 MRXS21 MRXS5 MRXSF PGS SIGMA1B	"adaptor-related protein complex 1, sigma 2 subunit"	Homo sapiens
dd_Smed_v6_2374_0_1	946	PLDB	1.00E-58	PLEKHF2 EAPF PHAFIN2 ZFYVE18	pleckstrin homology and FYVE domain containing 2	Homo sapiens
dd_Smed_v6_2374_0_2	930	PLDB	1.00E-58	PLEKHF2 EAPF PHAFIN2 ZFYVE18	pleckstrin homology and FYVE domain containing 2	Homo sapiens
dd_Smed_v6_2382_0_1	1150	PLDB	7.00E-20	CLIC4 CLIC4L H1 MTCLIC huH1 p64H1	chloride intracellular channel 4	Homo sapiens
