Transcript > Id	Transcript > Length	Transcript > Source	Transcript > Blast Sequence Features > evalue	Transcript > Blast Sequence Features > Blast Domain > Symbol	Transcript > Blast Sequence Features > Blast Description	Transcript > Blast Sequence Features > Target Species
dd_Smed_v6_12806_0_8	2092	PLDB	2.00E-57	MSH4	mutS homolog 4	Homo sapiens
dd_Smed_v6_12806_0_9	2063	PLDB	3.00E-38	MSH4	mutS homolog 4	Homo sapiens
dd_Smed_v6_1280_0_1	1444	PLDB	0	PPP2CA PP2Ac PP2CA PP2Calpha RP-C	protein phosphatase 2 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_12815_0_1	4350	PLDB	3.00E-171	CHD6 CHD-6 CHD5 RIGB	chromodomain helicase DNA binding protein 6	Homo sapiens
dd_Smed_v6_12881_0_1	4172	PLDB	7.00E-21	FANCD2 FA-D2 FA4 FACD FAD FAD2 FANCD	"Fanconi anemia, complementation group D2"	Homo sapiens
dd_Smed_v6_12956_0_1	983	PLDB	6.00E-79	RPIA RPI	ribose 5-phosphate isomerase A	Homo sapiens
dd_Smed_v6_12962_0_1	1274	PLDB	3.00E-18	TDP2 AD022 EAP2 EAPII TTRAP dJ30M3.3 hTDP2	tyrosyl-DNA phosphodiesterase 2	Homo sapiens
dd_Smed_v6_12966_0_1	3475	PLDB	0	POLD1 CDC2 CRCS10 MDPL POLD	"polymerase (DNA) delta 1, catalytic subunit"	Homo sapiens
dd_Smed_v6_1297_0_1	1713	PLDB	0	PEPD PROLIDASE	peptidase D	Homo sapiens
dd_Smed_v6_13014_0_1	1150	PLDB	8.00E-19	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_13017_0_1	2486	PLDB	2.00E-149	PDE11A PPNAD2	phosphodiesterase 11A	Homo sapiens
dd_Smed_v6_13024_0_1	1456	PLDB	2.00E-73	MGAT1 GLCNAC-TI GLCT1 GLYT1 GNT-1 GNT-I MGAT	"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"	Homo sapiens
dd_Smed_v6_13054_0_1	3639	PLDB	0	POLD1 CDC2 CRCS10 MDPL POLD	"polymerase (DNA) delta 1, catalytic subunit"	Homo sapiens
dd_Smed_v6_13058_0_1	4631	PLDB	0	DNAH1 DNAHC1 HDHC7 HL-11 HL11 HSRF-1 XLHSRF-1	dynein axonemal heavy chain 1	Homo sapiens
dd_Smed_v6_13110_0_1	1862	PLDB	7.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_13140_0_1	652	PLDB	5.00E-53	MND1 GAJ	meiotic nuclear divisions 1	Homo sapiens
dd_Smed_v6_1316_0_1	1036	PLDB	1.00E-38	UBE2G2 UBC7	ubiquitin conjugating enzyme E2 G2	Homo sapiens
dd_Smed_v6_13246_0_1	2516	PLDB	6.00E-98	CHTF18 C16orf41 C321D2.2 C321D2.3 C321D2.4 CHL12 Ctf18 RUVBL	chromosome transmission fidelity factor 18	Homo sapiens
dd_Smed_v6_13246_0_2	2184	PLDB	2.00E-83	CHTF18 C16orf41 C321D2.2 C321D2.3 C321D2.4 CHL12 Ctf18 RUVBL	chromosome transmission fidelity factor 18	Homo sapiens
dd_Smed_v6_1324_0_1	1080	PLDB	0	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_13304_0_1	1758	PLDB	2.00E-105	PDE9A HSPDE9A2	phosphodiesterase 9A	Homo sapiens
dd_Smed_v6_13345_0_1	2310	PLDB	9.00E-51	ACTR5 Arp5 INO80M	ARP5 actin-related protein 5 homolog	Homo sapiens
dd_Smed_v6_13351_0_1	681	PLDB	1.00E-39	SNIP1 PMRED	Smad nuclear interacting protein 1	Homo sapiens
dd_Smed_v6_1339_0_1	1750	PLDB	0	ALDH2 ALDH-E2 ALDHI ALDM	aldehyde dehydrogenase 2 family (mitochondrial)	Homo sapiens
dd_Smed_v6_13411_0_1	3502	PLDB	1.00E-111	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_13411_0_2	3455	PLDB	3.00E-126	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_13411_0_3	1848	PLDB	2.00E-111	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_13411_0_4	1801	PLDB	2.00E-132	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	"polymerase (DNA) gamma, catalytic subunit"	Homo sapiens
dd_Smed_v6_13424_0_1	1429	PLDB	0	KIF17 KIF17B KIF3X KLP-2 OSM-3	kinesin family member 17	Homo sapiens
dd_Smed_v6_13513_0_1	1673	PLDB	2.00E-09	EOGT AER61 AOS4 C3orf64 EOGT1	EGF domain specific O-linked N-acetylglucosamine transferase	Homo sapiens
dd_Smed_v6_13525_0_1	371	PLDB	4.00E-05	SWI5 C9orf119 bA395P17.9	SWI5 recombination repair homolog (yeast)	Homo sapiens
dd_Smed_v6_13557_0_1	4195	PLDB	0	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_13596_0_2	2085	PLDB	7.00E-146	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_13596_0_3	2058	PLDB	1.00E-142	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_13596_0_4	2045	PLDB	1.00E-145	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_13596_0_5	2018	PLDB	5.00E-143	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_13596_0_6	1664	PLDB	5.00E-136	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_13596_0_7	1637	PLDB	2.00E-133	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_13711_0_1	843	PLDB	6.00E-16	TSEN2 PCH2B SEN2 SEN2L	tRNA splicing endonuclease subunit 2	Homo sapiens
dd_Smed_v6_13711_0_2	800	PLDB	1.00E-15	TSEN2 PCH2B SEN2 SEN2L	tRNA splicing endonuclease subunit 2	Homo sapiens
dd_Smed_v6_13739_0_1	1337	PLDB	1.00E-61	TMEM68	transmembrane protein 68	Homo sapiens
dd_Smed_v6_1375_0_1	2280	PLDB	2.00E-141	SRPR DP Sralpha	signal recognition particle receptor (docking protein)	Homo sapiens
dd_Smed_v6_13804_0_1	2200	PLDB	2.00E-105	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	angiotensin I converting enzyme	Homo sapiens
dd_Smed_v6_13891_0_1	1879	PLDB	3.00E-116	ALKBH8 ABH8	"alkB, alkylation repair homolog 8 (E. coli)"	Homo sapiens
dd_Smed_v6_13895_0_1	954	PLDB	4.00E-34	LOC101929864	structure-specific endonuclease subunit SLX1-like	Homo sapiens
dd_Smed_v6_13895_0_2	909	PLDB	2.00E-37	LOC101929864	structure-specific endonuclease subunit SLX1-like	Homo sapiens
dd_Smed_v6_13895_0_3	865	PLDB	9.00E-50	SLX1B GIYD2	SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)	Homo sapiens
dd_Smed_v6_13980_0_1	4923	PLDB	0	POLE CRCS12 FILS POLE1	"polymerase (DNA) epsilon, catalytic subunit"	Homo sapiens
dd_Smed_v6_1398_1_1	1686	PLDB	0	GPI AMF GNPI NLK PGI PHI SA-36 SA36	glucose-6-phosphate isomerase	Homo sapiens
dd_Smed_v6_1402_0_1	1139	PLDB	1.00E-121	TPI1 HEL-S-49 TIM TPI TPID	triosephosphate isomerase 1	Homo sapiens
dd_Smed_v6_14064_0_1	3668	PLDB	0	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_2	2356	PLDB	0	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_3	1874	PLDB	0	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_5	1695	PLDB	6.00E-158	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_14064_0_6	562	PLDB	3.00E-45	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_1407_0_1	1327	PLDB	0	PPP1CA PP-1A PP1A PP1alpha PPP1A	protein phosphatase 1 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_1411_0_1	1421	PLDB	2.00E-179	ACAA2 DSAEC	acetyl-CoA acyltransferase 2	Homo sapiens
dd_Smed_v6_14121_0_1	1198	PLDB	7.00E-44	RAD9A RAD9	RAD9 checkpoint clamp component A	Homo sapiens
dd_Smed_v6_14127_0_1	773	PLDB	1.00E-37	TDG hTDG	thymine-DNA glycosylase	Homo sapiens
dd_Smed_v6_14134_0_1	1198	PLDB	1.00E-70	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_14189_0_1	3239	PLDB	8.00E-70	PEX1 PBD1A PBD1B ZWS ZWS1	peroxisomal biogenesis factor 1	Homo sapiens
dd_Smed_v6_14338_0_1	767	PLDB	3.00E-99	MGEA5 MEA5 NCOAT OGA	meningioma expressed antigen 5 (hyaluronidase)	Homo sapiens
dd_Smed_v6_14350_0_1	3935	PLDB	7.00E-22	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1	Homo sapiens
dd_Smed_v6_14351_0_1	1623	PLDB	4.00E-17	SPATA18 Mieap SPETEX1	spermatogenesis associated 18	Homo sapiens
dd_Smed_v6_14356_0_1	1063	PLDB	2.00E-33	GCNT2 CCAT CTRCT13 GCNT2C GCNT5 IGNT II NACGT1 NAGCT1 ULG3 bA360O19.2 bA421M1.1	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"	Homo sapiens
dd_Smed_v6_14397_0_1	229	PLDB	7.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_1445_0_1	2163	PLDB	0	TRAP1 HSP 75 HSP75 HSP90L TRAP-1	TNF receptor associated protein 1	Homo sapiens
dd_Smed_v6_1445_0_2	1234	PLDB	2.00E-101	TRAP1 HSP 75 HSP75 HSP90L TRAP-1	TNF receptor-associated protein 1	Homo sapiens
dd_Smed_v6_14471_0_1	1168	PLDB	3.00E-55	OGG1 HMMH HOGG1 MUTM OGH1	8-oxoguanine DNA glycosylase	Homo sapiens
dd_Smed_v6_14471_0_2	1123	PLDB	6.00E-59	OGG1 HMMH HOGG1 MUTM OGH1	8-oxoguanine DNA glycosylase	Homo sapiens
dd_Smed_v6_14547_0_1	1864	PLDB	3.00E-75	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_10	777	PLDB	1.00E-24	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_2	1814	PLDB	7.00E-82	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_3	1353	PLDB	4.00E-77	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_5	1303	PLDB	3.00E-81	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14547_0_6	1288	PLDB	3.00E-23	EXO1 HEX1 hExoI	exonuclease 1	Homo sapiens
dd_Smed_v6_14558_0_1	893	PLDB	2.00E-18	MMP9 CLG4B GELB MANDP2 MMP-9	matrix metallopeptidase 9	Homo sapiens
dd_Smed_v6_14586_0_1	4334	PLDB	1.00E-139	ATM AT1 ATA ATC ATD ATDC ATE TEL1 TELO1	ATM serine/threonine kinase	Homo sapiens
dd_Smed_v6_1458_0_1	1494	PLDB	0	ACADL ACAD4 LCAD	"acyl-CoA dehydrogenase, long chain"	Homo sapiens
dd_Smed_v6_14598_0_1	1822	PLDB	1.00E-56	DACH1 DACH	dachshund family transcription factor 1	Homo sapiens
dd_Smed_v6_14599_0_1	1814	PLDB	3.00E-104	FIGNL1	fidgetin like 1	Homo sapiens
dd_Smed_v6_14599_0_2	1771	PLDB	5.00E-121	FIGNL1	fidgetin like 1	Homo sapiens
dd_Smed_v6_14599_0_3	1499	PLDB	2.00E-50	FIGNL1	fidgetin like 1	Homo sapiens
dd_Smed_v6_14599_0_4	1456	PLDB	1.00E-64	FIGNL1	fidgetin like 1	Homo sapiens
dd_Smed_v6_14646_0_1	1376	PLDB	6.00E-76	MOCS3 UBA4	molybdenum cofactor synthesis 3	Homo sapiens
dd_Smed_v6_14707_0_3	6764	PLDB	0	DNAH6 DNHL1 Dnahc6 HL-2 HL2	dynein axonemal heavy chain 6	Homo sapiens
dd_Smed_v6_14707_0_4	6743	PLDB	0	DNAH6 DNHL1 Dnahc6 HL-2 HL2	dynein axonemal heavy chain 6	Homo sapiens
dd_Smed_v6_14707_0_7	4093	PLDB	0	DNAH6 DNHL1 Dnahc6 HL-2 HL2	dynein axonemal heavy chain 6	Homo sapiens
dd_Smed_v6_14707_0_8	4072	PLDB	0	DNAH6 DNHL1 Dnahc6 HL-2 HL2	dynein axonemal heavy chain 6	Homo sapiens
dd_Smed_v6_14737_0_1	2906	PLDB	6.00E-41	TOPBP1 TOP2BP1	topoisomerase (DNA) II binding protein 1	Homo sapiens
dd_Smed_v6_1484_0_1	3100	PLDB	6.00E-80	PCSK1 BMIQ12 NEC1 PC1 PC3 SPC3	proprotein convertase subtilisin/kexin type 1	Homo sapiens
dd_Smed_v6_14853_0_1	1714	PLDB	0	KATNAL2	katanin catalytic subunit A1 like 2	Homo sapiens
dd_Smed_v6_1493_0_1	1859	PLDB	0	ALDH7A1 ATQ1 EPD PDE	aldehyde dehydrogenase 7 family member A1	Homo sapiens
dd_Smed_v6_1532_0_1	3471	PLDB	0	PYGM	"phosphorylase, glycogen, muscle"	Homo sapiens
dd_Smed_v6_15447_0_1	2957	PLDB	9.00E-180	PIGN MCAHS MCAHS1 MCD4 MDC4 PIG-N	phosphatidylinositol glycan anchor biosynthesis class N	Homo sapiens
dd_Smed_v6_15463_0_1	3673	PLDB	0	MSH6 GTBP GTMBP HNPCC5 HSAP p160	mutS homolog 6	Homo sapiens
dd_Smed_v6_15463_0_2	2818	PLDB	0	MSH6 GTBP GTMBP HNPCC5 HSAP p160	mutS homolog 6	Homo sapiens
dd_Smed_v6_15474_0_1	2608	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_1547_0_1	1683	PLDB	2.00E-74	THNSL2 SOFAT THS2 TSH2	threonine synthase like 2	Homo sapiens
dd_Smed_v6_15524_0_1	697	PLDB	9.00E-31	BRIP1 BACH1 FANCJ OF	BRCA1 interacting protein C-terminal helicase 1	Homo sapiens
dd_Smed_v6_15524_0_2	656	PLDB	4.00E-39	BRIP1 BACH1 FANCJ OF	BRCA1 interacting protein C-terminal helicase 1	Homo sapiens
dd_Smed_v6_15532_0_1	2376	PLDB	0	RAD54L HR54 RAD54A hHR54 hRAD54	RAD54-like (S. cerevisiae)	Homo sapiens
dd_Smed_v6_1556_0_1	1878	PLDB	0	VPS4A SKD1 SKD1A SKD2 VPS4 VPS4-1	vacuolar protein sorting 4 homolog A	Homo sapiens
dd_Smed_v6_15639_0_1	2655	PLDB	8.00E-82	ERCC4 ERCC11 FANCQ RAD1 XPF	excision repair cross-complementation group 4	Homo sapiens
dd_Smed_v6_15639_0_2	2615	PLDB	6.00E-82	ERCC4 ERCC11 FANCQ RAD1 XPF	excision repair cross-complementation group 4	Homo sapiens
dd_Smed_v6_15640_0_1	2192	PLDB	2.00E-37	PMS1 HNPCC3 PMSL1 hPMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	Homo sapiens
dd_Smed_v6_15678_0_1	978	PLDB	3.00E-45	HUS1 hHUS1	HUS1 checkpoint clamp component	Homo sapiens
dd_Smed_v6_1568_0_1	892	PLDB	4.00E-83	UNG DGU HIGM4 HIGM5 UDG UNG1 UNG15 UNG2	uracil DNA glycosylase	Homo sapiens
dd_Smed_v6_15691_0_1	1566	PLDB	5.00E-51	SMPDL3B ASML3B	sphingomyelin phosphodiesterase acid like 3B	Homo sapiens
dd_Smed_v6_15723_0_1	1360	PLDB	2.00E-45	EEPD1 HSPC107	endonuclease/exonuclease/phosphatase family domain containing 1	Homo sapiens
dd_Smed_v6_15756_0_1	5128	PLDB	2.00E-27	TOPBP1 TOP2BP1	topoisomerase (DNA) II binding protein 1	Homo sapiens
dd_Smed_v6_1580_0_1	1560	PLDB	0	MAT2A MATA2 MATII SAMS2	methionine adenosyltransferase 2A	Homo sapiens
dd_Smed_v6_15826_0_1	619	PLDB	6.00E-14	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_15837_0_1	593	PLDB	2.00E-14	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_1584_0_1	1558	PLDB	2.00E-169	UPB1 BUP1	beta-ureidopropionase 1	Homo sapiens
dd_Smed_v6_15894_0_1	713	PLDB	1.00E-37	ESCO2 2410004I17Rik EFO2 RBS	establishment of sister chromatid cohesion N-acetyltransferase 2	Homo sapiens
dd_Smed_v6_15910_0_1	796	PLDB	2.00E-08	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_1593_0_1	1165	PLDB	1.00E-170	HADHB ECHB MTPB TP-BETA	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"	Homo sapiens
dd_Smed_v6_16123_0_1	1960	PLDB	3.00E-170	PPEF1 PP7 PPEF PPP7C PPP7CA	protein phosphatase with EF-hand domain 1	Homo sapiens
dd_Smed_v6_16123_0_2	1805	PLDB	1.00E-153	PPEF1 PP7 PPEF PPP7C PPP7CA	protein phosphatase with EF-hand domain 1	Homo sapiens
dd_Smed_v6_1612_0_1	2888	PLDB	4.00E-36	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_161_0_1	1059	PLDB	6.00E-82	RPLP0 L10E LP0 P0 PRLP0 RPP0	ribosomal protein lateral stalk subunit P0	Homo sapiens
dd_Smed_v6_1621_0_1	1602	PLDB	2.00E-171	ALDH8A1 ALDH12 DJ352A20.2	aldehyde dehydrogenase 8 family member A1	Homo sapiens
dd_Smed_v6_1626_0_1	5301	PLDB	0	MYO1E FSGS6 HuncM-IC MYO1C	myosin IE	Homo sapiens
dd_Smed_v6_1626_0_2	4926	PLDB	0	TOP2B TOPIIB top2beta	topoisomerase (DNA) II beta	Homo sapiens
dd_Smed_v6_1626_0_3	4868	PLDB	0	TOP2B TOPIIB top2beta	topoisomerase (DNA) II beta	Homo sapiens
dd_Smed_v6_1633_0_1	1910	PLDB	0	SPTLC2 HSN1C LCB2 LCB2A NSAN1C SPT2 hLCB2a	serine palmitoyltransferase long chain base subunit 2	Homo sapiens
dd_Smed_v6_16434_0_1	2829	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_1644_0_1	1934	PLDB	0	GALNTL6 GALNACT20 GALNT17 GalNAc-T6L	polypeptide N-acetylgalactosaminyltransferase-like 6	Homo sapiens
dd_Smed_v6_1646_0_1	764	PLDB	6.00E-34	HMGB1 HMG1 HMG3 SBP-1	high mobility group box 1	Homo sapiens
dd_Smed_v6_16499_0_1	1917	PLDB	9.00E-19	MFN1 hfzo1 hfzo2	mitofusin 1	Homo sapiens
dd_Smed_v6_1651_0_1	2622	PLDB	0	RRM1 R1 RIR1 RR1	ribonucleotide reductase catalytic subunit M1	Homo sapiens
dd_Smed_v6_1653_0_1	1498	PLDB	9.00E-135	PSAT1 EPIP PSA PSAT	phosphoserine aminotransferase 1	Homo sapiens
dd_Smed_v6_1660_0_2	1454	PLDB	7.00E-28	AMMECR1 AMMERC1	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"	Homo sapiens
dd_Smed_v6_1660_0_3	1428	PLDB	3.00E-39	AMMECR1L	AMMECR1-like	Homo sapiens
dd_Smed_v6_1660_0_5	1112	PLDB	3.00E-81	AMMECR1 AMMERC1	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"	Homo sapiens
dd_Smed_v6_1660_0_6	878	PLDB	8.00E-41	AMMECR1L	AMMECR1-like	Homo sapiens
dd_Smed_v6_16638_0_1	2400	PLDB	2.00E-106	BRIP1 BACH1 FANCJ OF	BRCA1 interacting protein C-terminal helicase 1	Homo sapiens
dd_Smed_v6_16638_0_2	2357	PLDB	9.00E-123	BRIP1 BACH1 FANCJ OF	BRCA1 interacting protein C-terminal helicase 1	Homo sapiens
dd_Smed_v6_16724_0_1	967	PLDB	5.00E-65	RAD51C BROVCA3 FANCO R51H3 RAD51L2	RAD51 paralog C	Homo sapiens
dd_Smed_v6_16724_0_2	915	PLDB	4.00E-67	RAD51C BROVCA3 FANCO R51H3 RAD51L2	RAD51 paralog C	Homo sapiens
dd_Smed_v6_1672_0_1	1140	PLDB	1.00E-94	UCHL5 CGI-70 INO80R UCH-L5 UCH37	ubiquitin C-terminal hydrolase L5	Homo sapiens
dd_Smed_v6_16760_0_1	2306	PLDB	1.00E-80	PMS2 HNPCC4 PMS2CL PMSL2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	Homo sapiens
dd_Smed_v6_16760_0_2	2265	PLDB	1.00E-80	PMS2 HNPCC4 PMS2CL PMSL2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	Homo sapiens
dd_Smed_v6_16760_0_3	2262	PLDB	9.00E-81	PMS2 HNPCC4 PMS2CL PMSL2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	Homo sapiens
dd_Smed_v6_16760_0_4	2221	PLDB	1.00E-80	PMS2 HNPCC4 PMS2CL PMSL2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	Homo sapiens
dd_Smed_v6_16802_0_1	1809	PLDB	2.00E-75	POLE2 DPE2	"polymerase (DNA) epsilon 2, accessory subunit"	Homo sapiens
dd_Smed_v6_16842_0_1	2120	PLDB	1.00E-117	PIF1 C15orf20 PIF	PIF1 5'-to-3' DNA helicase	Homo sapiens
dd_Smed_v6_1690_0_1	1158	PLDB	2.00E-71	CPPED1 CSTP1	calcineurin like phosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_1690_0_2	1109	PLDB	1.00E-84	CPPED1 CSTP1	calcineurin like phosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_1692_0_1	7530	PLDB	7.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_10	6773	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_11	6748	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_12	6728	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_13	6703	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_14	6683	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_15	6658	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_18	6488	PLDB	5.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_2	7485	PLDB	7.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_20	6443	PLDB	5.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_21	6398	PLDB	5.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_3	7440	PLDB	7.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_4	7245	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_5	7200	PLDB	7.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_6	7155	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_7	7033	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_8	6988	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1692_0_9	6943	PLDB	6.00E-41	MRPS5 MRP-S5 S5mt	mitochondrial ribosomal protein S5	Homo sapiens
dd_Smed_v6_1707_0_1	3398	PLDB	0	GANAB G2AN GLUII	"glucosidase, alpha. neutral AB"	Homo sapiens
dd_Smed_v6_170_0_1	530	PLDB	3.00E-63	RPS16 S16	ribosomal protein S16	Homo sapiens
dd_Smed_v6_1726_0_1	2436	PLDB	0	ASAH2 BCDase HNAC1 LCDase N-CDase NCDase	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2	Homo sapiens
dd_Smed_v6_17278_0_2	1788	PLDB	7.00E-21	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_1727_0_1	716	PLDB	4.00E-90	VPS29 DC15 PEP11	vacuolar protein sorting 29 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_17671_0_1	949	PLDB	7.00E-23	RAD51B R51H2 RAD51L1 REC2	RAD51 paralog B	Homo sapiens
dd_Smed_v6_176_0_1	451	PLDB	6.00E-80	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_176_0_2	341	PLDB	5.00E-47	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_17704_0_1	2953	PLDB	1.00E-179	CHD1L ALC1 CHDL	chromodomain helicase DNA binding protein 1-like	Homo sapiens
dd_Smed_v6_17770_0_1	1106	PLDB	5.00E-07	CNP CNP1	"2',3'-cyclic nucleotide 3' phosphodiesterase"	Homo sapiens
