Transcript > Id	Transcript > Length	Transcript > Source	Transcript > Blast Sequence Features > evalue	Transcript > Blast Sequence Features > Blast Domain > Symbol	Transcript > Blast Sequence Features > Blast Description	Transcript > Blast Sequence Features > Target Species
dd_Smed_v6_3675_0_1	840	PLDB	8.00E-38	POLR2H RPABC3 RPB17 RPB8	polymerase (RNA) II subunit H	Homo sapiens
dd_Smed_v6_3730_1_1	2418	PLDB	4.00E-161	CUL4A	cullin 4A	Homo sapiens
dd_Smed_v6_3782_1_1	917	PLDB	3.00E-39	ACTR8 ARP8 INO80N hArp8	ARP8 actin-related protein 8 homolog	Homo sapiens
dd_Smed_v6_3809_0_1	3824	PLDB	0	SMC3 BAM BMH CDLS3 CSPG6 HCAP SMC3L1	structural maintenance of chromosomes 3	Homo sapiens
dd_Smed_v6_3867_0_1	497	PLDB	1.00E-49	POLR2I RPB9 hRPB14.5	polymerase (RNA) II subunit I	Homo sapiens
dd_Smed_v6_3885_0_1	8446	PLDB	0	HERC2 D15F37S1 MRT38 SHEP1 jdf2 p528	HECT and RLD domain containing E3 ubiquitin protein ligase 2	Homo sapiens
dd_Smed_v6_3904_0_1	1640	PLDB	5.00E-88	SSRP1 FACT FACT80 T160	structure specific recognition protein 1	Homo sapiens
dd_Smed_v6_3971_0_1	2924	PLDB	0	LONP1 LON LONP LonHS PIM1 PRSS15 hLON	"lon peptidase 1, mitochondrial"	Homo sapiens
dd_Smed_v6_4032_0_1	2964	PLDB	1.00E-79	RAD21 CDLS4 HR21 HRAD21 MCD1 NXP1 SCC1 hHR21	RAD21 cohesin complex component	Homo sapiens
dd_Smed_v6_4053_0_1	1970	PLDB	1.00E-55	TDG hTDG	thymine-DNA glycosylase	Homo sapiens
dd_Smed_v6_4086_0_1	863	PLDB	1.00E-36	EXOSC4 RRP41 RRP41A Rrp41p SKI6 Ski6p hRrp41p p12A	exosome component 4	Homo sapiens
dd_Smed_v6_4102_0_1	1602	PLDB	5.00E-33	MCRS1 ICP22BP INO80Q MCRS2 MSP58 P78	microspherule protein 1	Homo sapiens
dd_Smed_v6_4160_0_1	3497	PLDB	2.00E-98	TAOK1 KFC-B MAP3K16 MARKK PSK-2 PSK2 TAO1 hKFC-B hTAOK1	TAO kinase 1	Homo sapiens
dd_Smed_v6_4219_0_1	647	PLDB	4.00E-60	UBE2D3 E2(17)KB3 UBC4/5 UBCH5C	ubiquitin conjugating enzyme E2 D3	Homo sapiens
dd_Smed_v6_422_0_1	606	PLDB	1.00E-08	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_4232_0_1	643	PLDB	2.00E-38	POLR2J POLR2J1 RPB11 RPB11A RPB11m hRPB14	polymerase (RNA) II subunit J	Homo sapiens
dd_Smed_v6_4341_0_1	822	PLDB	5.00E-21	RPA2 REPA2 RP-A p32 RP-A p34 RPA32	replication protein A2	Homo sapiens
dd_Smed_v6_4346_0_1	957	PLDB	1.00E-111	POLR2C RPB3 RPB31 hRPB33 hsRPB3	polymerase (RNA) II subunit C	Homo sapiens
dd_Smed_v6_4362_0_1	528	PLDB	4.00E-35	POLR2D HSRBP4 HSRPB4 RBP4 RPB16	polymerase (RNA) II subunit D	Homo sapiens
dd_Smed_v6_4426_0_1	3567	PLDB	2.00E-64	INTS3 C1orf193 C1orf60 INT3 SOSS-A SOSSA	integrator complex subunit 3	Homo sapiens
dd_Smed_v6_4560_0_1	1325	PLDB	5.00E-37	GTF2H3 BTF2 P34 TFB4 TFIIH	general transcription factor IIH subunit 3	Homo sapiens
dd_Smed_v6_4561_0_1	2787	PLDB	0	CSNK1D ASPS CKIdelta FASPS2 HCKID	casein kinase 1 delta	Homo sapiens
dd_Smed_v6_458_0_1	386	PLDB	6.00E-48	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_4595_0_1	3955	PLDB	0	INO80 INO80A INOC1 hINO80	INO80 complex subunit	Homo sapiens
dd_Smed_v6_4701_0_1	1036	PLDB	8.00E-11	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4701_0_2	993	PLDB	7.00E-14	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4701_0_3	600	PLDB	8.00E-22	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4701_0_4	557	PLDB	3.00E-25	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4747_0_1	3056	PLDB	0	EFTUD2 MFDGA MFDM SNRNP116 Snrp116 Snu114 U5-116KD	elongation factor Tu GTP binding domain containing 2	Homo sapiens
dd_Smed_v6_482_0_1	3163	PLDB	0	VCP ALS14 HEL-220 HEL-S-70 IBMPFD IBMPFD1 TERA p97	valosin containing protein	Homo sapiens
dd_Smed_v6_4869_0_1	1431	PLDB	4.00E-08	USP47 TRFP	ubiquitin specific peptidase 47	Homo sapiens
dd_Smed_v6_4885_0_1	1785	PLDB	3.00E-22	EEPD1 HSPC107	endonuclease/exonuclease/phosphatase family domain containing 1	Homo sapiens
dd_Smed_v6_489_0_1	6501	PLDB	2.00E-89	TAOK2 MAP3K17 PSK PSK1 PSK1-BETA TAO1 TAO2	TAO kinase 2	Homo sapiens
dd_Smed_v6_4952_0_1	3830	PLDB	0	DDB1 DDBA UV-DDB1 XAP1 XPCE XPE XPE-BF	damage specific DNA binding protein 1	Homo sapiens
dd_Smed_v6_4961_0_1	1887	PLDB	3.00E-159	MRE11A ATLD HNGS1 MRE11 MRE11B	"MRE11 homolog A, double strand break repair nuclease"	Homo sapiens
dd_Smed_v6_5051_0_1	2100	PLDB	5.00E-37	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_50968_0_1	1244	PLDB	2.00E-99	POLK DINB1 DINP POLQ	polymerase (DNA) kappa	Homo sapiens
dd_Smed_v6_5185_0_1	4271	PLDB	0	UPF1 HUPF1 NORF1 RENT1 pNORF1 smg-2	"UPF1, RNA helicase and ATPase"	Homo sapiens
dd_Smed_v6_5219_0_1	1427	PLDB	4.00E-79	KIN BTCD KIN17 Rts2	Kin17 DNA and RNA binding protein	Homo sapiens
dd_Smed_v6_52385_0_1	306	PLDB	2.00E-06	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_5360_0_2	1453	PLDB	5.00E-60	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5360_0_3	1390	PLDB	1.00E-64	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5360_0_4	1375	PLDB	1.00E-38	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5360_0_5	1312	PLDB	1.00E-42	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5394_0_1	1364	PLDB	8.00E-102	GALK1 GALK GK1 HEL-S-19	galactokinase 1	Homo sapiens
dd_Smed_v6_5397_0_1	3479	PLDB	2.00E-89	REV1 REV1L	"REV1, polymerase (DNA directed)"	Homo sapiens
dd_Smed_v6_5504_0_1	2562	PLDB	1.00E-120	RFC5 RFC36	replication factor C subunit 5	Homo sapiens
dd_Smed_v6_5543_0_1	1602	PLDB	4.00E-94	CHAF1B CAF-1 CAF-IP60 CAF1 CAF1A CAF1P60 MPHOSPH7 MPP7	chromatin assembly factor 1 subunit B	Homo sapiens
dd_Smed_v6_5637_0_1	514	PLDB	2.00E-27	NABP1 OBFC2A SOSS-B2 SSB2	nucleic acid binding protein 1	Homo sapiens
dd_Smed_v6_5688_0_1	932	PLDB	1.00E-71	PCNA	proliferating cell nuclear antigen	Homo sapiens
dd_Smed_v6_56_0_1	2455	PLDB	0	HSP90AA1 EL52 HSP86 HSP89A HSP90A HSP90N HSPC1 HSPCA HSPCAL1 HSPCAL4 HSPN Hsp89 Hsp90 LAP-2 LAP2	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	Homo sapiens
dd_Smed_v6_56_0_2	2389	PLDB	0	HSP90AA1 EL52 HSP86 HSP89A HSP90A HSP90N HSPC1 HSPCA HSPCAL1 HSPCAL4 HSPN Hsp89 Hsp90 LAP-2 LAP2	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	Homo sapiens
dd_Smed_v6_57865_0_1	314	PLDB	7.00E-13	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_5846_0_1	967	PLDB	5.00E-51	OTUB1 OTB1 OTU1	"OTU deubiquitinase, ubiquitin aldehyde binding 1"	Homo sapiens
dd_Smed_v6_5862_0_1	958	PLDB	8.00E-28	RRM2B MTDPS8A MTDPS8B P53R2	ribonucleotide reductase M2 B (TP53 inducible)	Homo sapiens
dd_Smed_v6_5865_0_1	4231	PLDB	0	SMC4 CAP-C CAPC SMC-4 SMC4L1 hCAP-C	structural maintenance of chromosomes 4	Homo sapiens
dd_Smed_v6_5889_0_1	1011	PLDB	5.00E-18	MNAT1 CAP35 MAT1 RNF66 TFB3	"MNAT1, CDK activating kinase assembly factor"	Homo sapiens
dd_Smed_v6_5890_0_1	1455	PLDB	1.00E-26	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_6154_0_1	2523	PLDB	1.00E-131	PARP2 ADPRT2 ADPRTL2 ADPRTL3 ARTD2 PARP-2 pADPRT-2	poly(ADP-ribose) polymerase 2	Homo sapiens
dd_Smed_v6_6159_0_1	1682	PLDB	2.00E-13	UVRAG DHTX VPS38 p63	UV radiation resistance associated	Homo sapiens
dd_Smed_v6_6312_0_1	491	PLDB	4.00E-09	APITD1 CENP-S CENPS FAAP16 MHF1	"apoptosis-inducing, TAF9-like domain 1"	Homo sapiens
dd_Smed_v6_6411_0_1	717	PLDB	8.00E-60	POLR2G RPB19 RPB7 hRPB19 hsRPB7	polymerase (RNA) II subunit G	Homo sapiens
dd_Smed_v6_6418_0_1	3237	PLDB	3.00E-16	UBC HMG20	ubiquitin C	Homo sapiens
dd_Smed_v6_6426_0_1	5046	PLDB	0	REV3L POLZ REV3	"REV3 like, DNA directed polymerase zeta catalytic subunit"	Homo sapiens
dd_Smed_v6_6447_0_1	2874	PLDB	7.00E-124	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6447_0_2	2324	PLDB	5.00E-151	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6447_0_3	771	PLDB	3.00E-12	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6473_0_1	2585	PLDB	0	XAB2 HCNP HCRN NTC90 SYF1	XPA binding protein 2	Homo sapiens
dd_Smed_v6_6500_0_1	2835	PLDB	3.00E-50	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6572_0_1	681	PLDB	4.00E-61	POLR2E RPABC1 RPB5 XAP4 hRPB25 hsRPB5	polymerase (RNA) II subunit E	Homo sapiens
dd_Smed_v6_6620_0_1	1516	PLDB	1.00E-108	CHEK2 CDS1 CHK2 HuCds1 LFS2 PP1425 RAD53 hCds1	checkpoint kinase 2	Homo sapiens
dd_Smed_v6_6624_0_1	544	PLDB	7.00E-61	UBE2B E2-17kDa HHR6B HR6B RAD6B UBC2	ubiquitin conjugating enzyme E2 B	Homo sapiens
dd_Smed_v6_6631_0_1	3204	PLDB	4.00E-52	EPC1 Epl1	enhancer of polycomb homolog 1 (Drosophila)	Homo sapiens
dd_Smed_v6_66980_0_1	525	PLDB	3.00E-87	EEF2 EEF-2 EF-2 EF2 SCA26	eukaryotic translation elongation factor 2	Homo sapiens
dd_Smed_v6_6731_0_1	347	PLDB	3.00E-34	POLR2L RBP10 RPABC5 RPB10 RPB10beta RPB7.6 hRPB7.6	polymerase (RNA) II subunit L	Homo sapiens
dd_Smed_v6_6733_0_1	1211	PLDB	1.00E-109	RFC4 A1 RFC37	replication factor C subunit 4	Homo sapiens
dd_Smed_v6_678_0_1	1545	PLDB	7.00E-116	HSP90AA1 EL52 HSP86 HSP89A HSP90A HSP90N HSPC1 HSPCA HSPCAL1 HSPCAL4 HSPN Hsp89 Hsp90 LAP-2 LAP2	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	Homo sapiens
dd_Smed_v6_6810_0_1	1554	PLDB	7.00E-110	PDK3 CMTX6 GS1-358P8.4	pyruvate dehydrogenase kinase 3	Homo sapiens
dd_Smed_v6_7061_0_1	2917	PLDB	7.00E-09	MMS19 MET18 MMS19L hMMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_7132_0_1	944	PLDB	3.00E-23	EXOSC8 CIP3 EAP2 OIP2 RRP43 Rrp43p bA421P11.3 p9	exosome component 8	Homo sapiens
dd_Smed_v6_7132_0_2	895	PLDB	1.00E-06	EXOSC8 CIP3 EAP2 OIP2 RRP43 Rrp43p bA421P11.3 p9	exosome component 8	Homo sapiens
dd_Smed_v6_7318_0_1	2166	PLDB	8.00E-129	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_7382_0_1	2183	PLDB	0	LIG1	"ligase I, DNA, ATP-dependent"	Homo sapiens
dd_Smed_v6_7441_0_1	1409	PLDB	8.00E-44	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_7445_0_1	1670	PLDB	3.00E-65	BCKDK BCKDKD BDK	branched chain ketoacid dehydrogenase kinase	Homo sapiens
dd_Smed_v6_7445_0_2	1449	PLDB	1.00E-137	BCKDK BCKDKD BDK	branched chain ketoacid dehydrogenase kinase	Homo sapiens
dd_Smed_v6_758_1_1	2605	PLDB	0	HSP90B1 ECGP GP96 GRP94 HEL-S-125m HEL35 TRA1	heat shock protein 90kDa beta family member 1	Homo sapiens
dd_Smed_v6_7626_0_1	543	PLDB	7.00E-15	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_7658_0_1	11309	PLDB	2.00E-87	UBR5 DD5 EDD EDD1 HYD	ubiquitin protein ligase E3 component n-recognin 5	Homo sapiens
dd_Smed_v6_7758_0_1	3087	PLDB	6.00E-150	IGHMBP2 CATF1 HCSA HMN6 SMARD1 SMUBP2 ZFAND7	immunoglobulin mu binding protein 2	Homo sapiens
dd_Smed_v6_78583_0_1	473	PLDB	3.00E-49	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_78856_0_1	203	PLDB	9.00E-11	H2AFX H2A.X H2A/X H2AX	H2A histone family member X	Homo sapiens
dd_Smed_v6_81270_0_1	314	PLDB	1.00E-29	RPLP0 L10E LP0 P0 PRLP0 RPP0	ribosomal protein lateral stalk subunit P0	Homo sapiens
dd_Smed_v6_8198_0_1	2428	PLDB	0	ERCC2 COFS2 EM9 TFIIH TTD XPD	excision repair cross-complementation group 2	Homo sapiens
dd_Smed_v6_8206_0_1	1245	PLDB	2.00E-149	FEN1 FEN-1 MF1 RAD2	flap structure-specific endonuclease 1	Homo sapiens
dd_Smed_v6_82253_0_1	219	PLDB	7.00E-33	RPS3 S3	ribosomal protein S3	Homo sapiens
dd_Smed_v6_82616_0_1	415	PLDB	2.00E-60	POLR2B POL2RB RPB2 hRPB140 hsRPB2	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"	Homo sapiens
dd_Smed_v6_8307_0_1	475	PLDB	6.00E-34	POLR2L RBP10 RPABC5 RPB10 RPB10beta RPB7.6 hRPB7.6	polymerase (RNA) II subunit L	Homo sapiens
dd_Smed_v6_8311_0_1	1705	PLDB	3.00E-108	TDP1	tyrosyl-DNA phosphodiesterase 1	Homo sapiens
dd_Smed_v6_8421_0_1	2204	PLDB	6.00E-64	XRCC5 KARP-1 KARP1 KU80 KUB2 Ku86 NFIV	X-ray repair complementing defective repair in Chinese hamster cells 5	Homo sapiens
dd_Smed_v6_8462_0_1	12532	PLDB	1.00E-98	PRKDC DNA-PKcs DNAPK DNPK1 HYRC HYRC1 XRCC7 p350	"protein kinase, DNA-activated, catalytic polypeptide"	Homo sapiens
dd_Smed_v6_85063_0_1	365	PLDB	2.00E-27	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8520_0_1	1429	PLDB	4.00E-103	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8570_0_1	3495	PLDB	5.00E-123	RECQL4 RECQ4	RecQ like helicase 4	Homo sapiens
dd_Smed_v6_8571_0_1	3440	PLDB	5.00E-171	ABL1 ABL JTK7 bcr/abl c-ABL c-ABL1 p150 v-abl	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_8596_0_1	1738	PLDB	6.00E-108	PDK2 PDHK2 PDKII	pyruvate dehydrogenase kinase 2	Homo sapiens
dd_Smed_v6_8614_0_1	1188	PLDB	1.00E-100	CDK7 CAK1 CDKN7 HCAK MO15 STK1 p39MO15	cyclin-dependent kinase 7	Homo sapiens
dd_Smed_v6_8626_0_1	813	PLDB	2.00E-154	RAD51 BRCC5 HRAD51 HsRad51 HsT16930 MRMV2 RAD51A RECA	RAD51 recombinase	Homo sapiens
dd_Smed_v6_8658_0_1	1732	PLDB	3.00E-44	IMPACT RWDD5	impact RWD domain protein	Homo sapiens
dd_Smed_v6_8732_0_1	1087	PLDB	3.00E-162	RFC2 RFC40	replication factor C subunit 2	Homo sapiens
dd_Smed_v6_8754_0_1	5828	PLDB	0	ATR FCTCS FRP1 MEC1 SCKL SCKL1	ATR serine/threonine kinase	Homo sapiens
dd_Smed_v6_88035_0_1	481	PLDB	4.00E-40	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_89277_0_1	386	PLDB	4.00E-52	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_90952_0_1	393	PLDB	3.00E-62	POLR2B POL2RB RPB2 hRPB140 hsRPB2	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"	Homo sapiens
dd_Smed_v6_9168_0_1	4955	PLDB	0	POLA1 NSX POLA p180	"polymerase (DNA) alpha 1, catalytic subunit"	Homo sapiens
dd_Smed_v6_93404_0_1	356	PLDB	2.00E-11	HINFP HiNF-P MIZF ZNF743	histone H4 transcription factor	Homo sapiens
dd_Smed_v6_9360_0_1	4634	PLDB	0	SMC1A CDLS2 DXS423E SB1.8 SMC1 SMC1L1 SMC1alpha SMCB	structural maintenance of chromosomes 1A	Homo sapiens
dd_Smed_v6_9396_0_1	1173	PLDB	9.00E-44	ERCC8 CKN1 CSA UVSS2	excision repair cross-complementation group 8	Homo sapiens
dd_Smed_v6_9424_0_1	1792	PLDB	1.00E-56	TDG hTDG	thymine-DNA glycosylase	Homo sapiens
dd_Smed_v6_9503_0_1	2303	PLDB	5.00E-51	CHRNA4 BFNC EBN EBN1 NACHR NACHRA4 NACRA4	cholinergic receptor nicotinic alpha 4 subunit	Homo sapiens
dd_Smed_v6_9595_0_1	1096	PLDB	5.00E-27	ENDOV	endonuclease V	Homo sapiens
dd_Smed_v6_9619_0_1	947	PLDB	4.00E-51	ERCC1 COFS4 RAD10 UV20	excision repair cross-complementation group 1	Homo sapiens
dd_Smed_v6_9695_0_1	1205	PLDB	7.00E-143	RFC3 RFC38	replication factor C subunit 3	Homo sapiens
dd_Smed_v6_99662_0_1	241	PLDB	2.00E-31	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_9966_0_3	840	PLDB	1.00E-88	NTHL1 NTH1 OCTS3 hNTH1	nth endonuclease III-like 1 (E. coli)	Homo sapiens
dd_Smed_v6_9996_0_1	2397	PLDB	0	ERCC3 BTF2 GTF2H RAD25 TFIIH XPB	excision repair cross-complementation group 3	Homo sapiens
