transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_description	blast_symbol	target_species
dd_Smed_v6_12522_0_1	2207	PLDB	4.00E-27	e-value	NP_031401.1	TAR DNA binding protein	TARDBP ALS10 TDP-43	Homo sapiens
dd_Smed_v6_1254_0_1	1502	PLDB	1.00E-93	e-value	NP_001907.2	cytochrome c1	CYC1 MC3DN6 UQCR4	Homo sapiens
dd_Smed_v6_12551_0_1	4135	PLDB	4.00E-48	e-value	NP_000050.2	"breast cancer 2, early onset"	BRCA2 BRCC2 BROVCA2 FACD FAD FAD1 FANCD FANCD1 GLM3 PNCA2	Homo sapiens
dd_Smed_v6_1256_0_1	586	PLDB	5.00E-11	e-value	NP_057049.5	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	NDUFA13 B16.6 CDA016 GRIM-19 GRIM19	Homo sapiens
dd_Smed_v6_12571_0_1	4477	PLDB	1.00E-32	e-value	NP_002812.2	protein tyrosine kinase 7 (inactive)	PTK7 CCK-4 CCK4	Homo sapiens
dd_Smed_v6_12594_0_1	2712	PLDB	5.00E-69	e-value	NP_002949.2	receptor-like tyrosine kinase	RYK D3S3195 JTK5 JTK5A RYK1	Homo sapiens
dd_Smed_v6_12594_0_2	2669	PLDB	5.00E-69	e-value	NP_002949.2	receptor-like tyrosine kinase	RYK D3S3195 JTK5 JTK5A RYK1	Homo sapiens
dd_Smed_v6_12594_0_3	2107	PLDB	3.00E-70	e-value	NP_002949.2	receptor-like tyrosine kinase	RYK D3S3195 JTK5 JTK5A RYK1	Homo sapiens
dd_Smed_v6_1259_0_1	894	PLDB	8.00E-98	e-value	NP_000627.2	"superoxide dismutase 2, mitochondrial"	SOD2 IPOB MNSOD MVCD6	Homo sapiens
dd_Smed_v6_1260_0_1	1832	PLDB	3.00E-123	e-value	NP_001062.1	thymidylate synthetase	TYMS HST422 TMS TS	Homo sapiens
dd_Smed_v6_12637_0_1	2933	PLDB	7.00E-93	e-value	XP_005262758.1	polo-like kinase 4	PLK4 SAK STK18	Homo sapiens
dd_Smed_v6_1264_0_1	1181	PLDB	5.00E-94	e-value	NP_002790.1	proteasome subunit beta 7	PSMB7 Z	Homo sapiens
dd_Smed_v6_12653_0_1	1848	PLDB	0	e-value	NP_000808.2	glutamate decarboxylase 1	GAD1 CPSQ1 GAD SCP	Homo sapiens
dd_Smed_v6_12660_2_1	3182	PLDB	3.00E-129	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_10	2480	PLDB	9.00E-132	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_2	3171	PLDB	2.00E-129	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_3	3151	PLDB	2.00E-129	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_4	3140	PLDB	2.00E-129	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_5	2684	PLDB	5.00E-131	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_6	2653	PLDB	4.00E-131	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_7	2555	PLDB	2.00E-131	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_8	2524	PLDB	1.00E-131	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12660_2_9	2511	PLDB	1.00E-131	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_12699_0_1	3351	PLDB	4.00E-77	e-value	NP_001278850.1	retinoid X receptor alpha	RXRA NR2B1	Homo sapiens
dd_Smed_v6_12753_0_1	1056	PLDB	9.00E-46	e-value	NP_009075.1	polycomb group ring finger 2	PCGF2 MEL-18 RNF110 ZNF144	Homo sapiens
dd_Smed_v6_1278_0_1	992	PLDB	2.00E-111	e-value	NP_002777.1	proteasome subunit alpha 1	PSMA1 HC2 HEL-S-275 NU PROS30	Homo sapiens
dd_Smed_v6_1279_0_1	1378	PLDB	0	e-value	NP_006494.1	"proteasome 26S subunit, ATPase 4"	PSMC4 MIP224 RPT3 S6 TBP-7 TBP7	Homo sapiens
dd_Smed_v6_12864_0_1	2454	PLDB	2.00E-44	e-value	NP_062824.2	neuronal guanine nucleotide exchange factor	NGEF ARHGEF27 EPHEXIN	Homo sapiens
dd_Smed_v6_1286_0_1	1478	PLDB	6.00E-99	e-value	NP_002749.2	mitogen-activated protein kinase kinase 6	MAP2K6 MAPKK6 MEK6 MKK6 PRKMK6 SAPKK-3 SAPKK3	Homo sapiens
dd_Smed_v6_12890_0_1	1512	PLDB	4.00E-20	e-value	XP_005269197.1	mitogen-activated protein kinase kinase kinase 12	MAP3K12 DLK MEKK12 MUK ZPK ZPKP1	Homo sapiens
dd_Smed_v6_1290_0_1	746	PLDB	3.00E-48	e-value	NP_036226.1	peroxiredoxin 5	PRDX5 ACR1 AOEB166 B166 HEL-S-55 PLP PMP20 PRDX6 PRXV prx-V	Homo sapiens
dd_Smed_v6_1293_0_1	1666	PLDB	5.00E-82	e-value	NP_112506.2	RanBP-type and C3HC4-type zinc finger containing 1	RBCK1 C20orf18 HOIL-1 HOIL1 RBCK2 RNF54 UBCE7IP3 XAP3 XAP4 ZRANB4	Homo sapiens
dd_Smed_v6_12943_0_1	2389	PLDB	1.00E-08	e-value	XP_005253364.1	"FYVE, RhoGEF and PH domain containing 4"	FGD4 CMT4H FRABP ZFYVE6	Homo sapiens
dd_Smed_v6_12998_0_1	3202	PLDB	5.00E-76	e-value	NP_001138391.1	fibroblast growth factor receptor 2	FGFR2 BBDS BEK BFR-1 CD332 CEK3 CFD1 ECT1 JWS K-SAM KGFR TK14 TK25	Homo sapiens
dd_Smed_v6_12998_0_2	3155	PLDB	5.00E-76	e-value	NP_001138387.1	fibroblast growth factor receptor 2	FGFR2 BBDS BEK BFR-1 CD332 CEK3 CFD1 ECT1 JWS K-SAM KGFR TK14 TK25	Homo sapiens
dd_Smed_v6_12998_0_3	3141	PLDB	5.00E-76	e-value	NP_001138387.1	fibroblast growth factor receptor 2	FGFR2 BBDS BEK BFR-1 CD332 CEK3 CFD1 ECT1 JWS K-SAM KGFR TK14 TK25	Homo sapiens
dd_Smed_v6_12998_0_4	3094	PLDB	4.00E-76	e-value	NP_001138391.1	fibroblast growth factor receptor 2	FGFR2 BBDS BEK BFR-1 CD332 CEK3 CFD1 ECT1 JWS K-SAM KGFR TK14 TK25	Homo sapiens
dd_Smed_v6_13061_0_1	1525	PLDB	6.00E-21	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_1308_0_1	3177	PLDB	6.00E-09	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_13164_0_1	1644	PLDB	0	e-value	NP_055577.1	24-dehydrocholesterol reductase	DHCR24 DCE Nbla03646 SELADIN1 seladin-1	Homo sapiens
dd_Smed_v6_1319_0_1	1683	PLDB	1.00E-168	e-value	NP_002737.2	mitogen-activated protein kinase 3	MAPK3 ERK-1 ERK1 ERT2 HS44KDAP HUMKER1A P44ERK1 P44MAPK PRKM3 p44-ERK1 p44-MAPK	Homo sapiens
dd_Smed_v6_13209_0_1	1493	PLDB	8.00E-72	e-value	NP_002551.2	purinergic receptor P2X 4	P2RX4 P2X4 P2X4R	Homo sapiens
dd_Smed_v6_13324_0_1	1564	PLDB	3.00E-52	e-value	NP_542119.1	solute carrier family 32 member 1	SLC32A1 VGAT VIAAT	Homo sapiens
dd_Smed_v6_13326_0_1	1500	PLDB	5.00E-08	e-value	NP_005563.1	lamin A/C	LMNA CDCD1 CDDC CMD1A CMT2B1 EMD2 FPL FPLD FPLD2 HGPS IDC LDP1 LFP LGMD1B LMN1 LMNC LMNL1 PRO1	Homo sapiens
dd_Smed_v6_13341_0_1	1886	PLDB	1.00E-33	e-value	NP_075044.2	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A BCL11A-L BCL11A-S BCL11A-XL BCL11a-M CTIP1 EVI9 HBFQTL5 ZNF856	Homo sapiens
dd_Smed_v6_13377_0_1	2010	PLDB	3.00E-49	e-value	NP_055512.1	nitric oxide synthase 1 (neuronal) adaptor protein	NOS1AP 6330408P19Rik CAPON	Homo sapiens
dd_Smed_v6_13399_0_1	2790	PLDB	3.00E-126	e-value	NP_001244949.1	glutamate ionotropic receptor AMPA type subunit 1	GRIA1 GLUH1 GLUR1 GLURA GluA1 HBGR1	Homo sapiens
dd_Smed_v6_13411_0_1	3502	PLDB	1.00E-111	e-value	NP_002684.1	"polymerase (DNA) gamma, catalytic subunit"	POLG MDP1 MIRAS MTDPS4A MTDPS4B PEO POLG1 POLGA SANDO SCAE	Homo sapiens
dd_Smed_v6_1341_0_1	614	PLDB	3.00E-07	e-value	NP_054796.1	family with sequence similarity 32 member A	FAM32A OTAG-12 OTAG12	Homo sapiens
dd_Smed_v6_13509_0_1	1885	PLDB	2.00E-10	e-value	NP_000612.1	5-hydroxytryptamine receptor 2A	HTR2A 5-HT2A HTR2	Homo sapiens
dd_Smed_v6_13517_0_1	1740	PLDB	2.00E-63	e-value	NP_004286.2	TNF receptor associated factor 4	TRAF4 CART1 MLN62 RNF83	Homo sapiens
dd_Smed_v6_13526_0_1	366	PLDB	4.00E-25	e-value	NP_996662.1	diphthamide biosynthesis 3	DPH3 DELGIP DELGIP1 DESR1 DPH3A KTI11 ZCSL2	Homo sapiens
dd_Smed_v6_13538_0_1	8444	PLDB	5.00E-26	e-value	XP_006713197.1	"inositol 1,4,5-trisphosphate receptor, type 1"	ITPR1 ACV CLA4 INSP3R1 IP3R IP3R1 PPP1R94 SCA15 SCA16 SCA29	Homo sapiens
dd_Smed_v6_13621_0_1	2566	PLDB	1.00E-117	e-value	NP_001273432.1	heat shock protein family H (Hsp110) member 1	HSPH1 HSP105 HSP105A HSP105B NY-CO-25	Homo sapiens
dd_Smed_v6_13626_0_1	544	PLDB	2.00E-26	e-value	NP_001280142.1	"tubulin, beta class I"	TUBB CDCBM6 M40 OK/SW-cl.56 TUBB1 TUBB5	Homo sapiens
dd_Smed_v6_1364_0_1	1843	PLDB	7.00E-85	e-value	NP_038466.2	ubiquilin 1	UBQLN1 DA41 DSK2 PLIC-1 UBQN XDRP1	Homo sapiens
dd_Smed_v6_13658_0_1	1012	PLDB	2.00E-83	e-value	NP_620073.2	G protein subunit alpha o1	GNAO1 EIEE17 G-ALPHA-o GNAO	Homo sapiens
dd_Smed_v6_13669_0_1	2662	PLDB	3.00E-13	e-value	XP_005254546.1	"transient receptor potential cation channel, subfamily M, member 7"	TRPM7 ALSPDC CHAK CHAK1 LTRPC7 TRP-PLIK	Homo sapiens
dd_Smed_v6_136_0_1	659	PLDB	9.00E-37	e-value	NP_001273201.1	"tumor protein, translationally-controlled 1"	TPT1 HRF TCTP p02 p23	Homo sapiens
dd_Smed_v6_13719_0_1	1955	PLDB	1.00E-11	e-value	NP_003291.2	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_13720_0_1	1472	PLDB	2.00E-75	e-value	NP_002551.2	purinergic receptor P2X 4	P2RX4 P2X4 P2X4R	Homo sapiens
dd_Smed_v6_13738_0_1	2124	PLDB	4.00E-39	e-value	NP_005021.2	polo like kinase 1	PLK1 PLK STPK13	Homo sapiens
dd_Smed_v6_13765_0_1	1618	PLDB	4.00E-09	e-value	NP_847884.2	Rab interacting lysosomal protein-like 1	RILPL1 GOSPEL RLP1	Homo sapiens
dd_Smed_v6_13788_0_1	1318	PLDB	2.00E-54	e-value	NP_003876.1	"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"	CDK5R1 CDK5P35 CDK5R NCK5A p23 p25 p35 p35nck5a	Homo sapiens
dd_Smed_v6_13804_0_1	2200	PLDB	2.00E-105	e-value	NP_690043.1	angiotensin I converting enzyme	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	Homo sapiens
dd_Smed_v6_13807_0_1	2617	PLDB	7.00E-13	e-value	NP_001130008.2	death domain containing 1	DTHD1	Homo sapiens
dd_Smed_v6_13826_0_1	1402	PLDB	6.00E-56	e-value	NP_919270.2	"indoleamine 2,3-dioxygenase 2"	IDO2 INDOL1	Homo sapiens
dd_Smed_v6_13831_0_1	1312	PLDB	5.00E-132	e-value	NP_057306.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	DDX41 ABS	Homo sapiens
dd_Smed_v6_1387_0_1	1405	PLDB	1.00E-53	e-value	NP_057093.1	SH3-domain GRB2-like endophilin B1	SH3GLB1 Bif-1 PPP1R70 dJ612B15.2	Homo sapiens
dd_Smed_v6_13899_0_1	1174	PLDB	7.00E-74	e-value	NP_003574.1	dual specificity tyrosine phosphorylation regulated kinase 2	DYRK2	Homo sapiens
dd_Smed_v6_138_0_1	1015	PLDB	4.00E-101	e-value	NP_003397.1	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"	YWHAZ 14-3-3-zeta HEL-S-3 HEL4 KCIP-1 YWHAD	Homo sapiens
dd_Smed_v6_13906_1_1	1158	PLDB	7.00E-56	e-value	NP_068766.1	serine racemase	SRR ILV1 ISO1	Homo sapiens
dd_Smed_v6_13944_0_1	3231	PLDB	1.00E-10	e-value	NP_003026.2	SCL/TAL1 interrupting locus	STIL MCPH7 SIL	Homo sapiens
dd_Smed_v6_1395_0_1	1201	PLDB	3.00E-08	e-value	NP_001243787.1	ring finger protein 34	RNF34 CARP-1 CARP1 RFI RIF RIFF hRFI	Homo sapiens
dd_Smed_v6_1398_1_1	1686	PLDB	0	e-value	NP_000166.2	glucose-6-phosphate isomerase	GPI AMF GNPI NLK PGI PHI SA-36 SA36	Homo sapiens
dd_Smed_v6_14030_0_1	471	PLDB	1.00E-10	e-value	NP_003737.1	dynein light chain LC8-type 1	DYNLL1 DLC1 DLC8 DNCL1 DNCLC1 LC8 LC8a PIN hdlc1	Homo sapiens
dd_Smed_v6_14038_0_1	2269	PLDB	6.00E-38	e-value	NP_065682.2	pleckstrin homology and RhoGEF domain containing G5	PLEKHG5 CMTRIC DSMA4 GEF720 Syx Tech	Homo sapiens
dd_Smed_v6_14057_0_1	847	PLDB	2.00E-45	e-value	NP_932160.1	zinc finger DHHC-type containing 16	ZDHHC16 APH2 DHHC-16	Homo sapiens
dd_Smed_v6_14064_0_1	3668	PLDB	0	e-value	NP_001058.2	topoisomerase (DNA) II alpha	TOP2A TOP2 TP2A	Homo sapiens
dd_Smed_v6_14068_0_1	1141	PLDB	2.00E-09	e-value	NP_005441.1	noggin	NOG SYM1 SYNS1	Homo sapiens
dd_Smed_v6_14099_0_1	1700	PLDB	1.00E-76	e-value	NP_872327.2	zinc finger SWIM-type containing 2	ZSWIM2 MEX ZZZ2	Homo sapiens
dd_Smed_v6_14115_0_1	1502	PLDB	1.00E-29	e-value	NP_796372.1	"LIM homeobox transcription factor 1, alpha"	LMX1A LMX1 LMX1.1	Homo sapiens
dd_Smed_v6_1411_0_1	1421	PLDB	2.00E-179	e-value	NP_006102.2	acetyl-CoA acyltransferase 2	ACAA2 DSAEC	Homo sapiens
dd_Smed_v6_14121_0_1	1198	PLDB	7.00E-44	e-value	NP_004575.1	RAD9 checkpoint clamp component A	RAD9A RAD9	Homo sapiens
dd_Smed_v6_14134_0_1	1198	PLDB	1.00E-70	e-value	NP_001777.1	cyclin-dependent kinase 1	CDK1 CDC2 CDC28A P34CDC2	Homo sapiens
dd_Smed_v6_14150_0_1	3242	PLDB	4.00E-19	e-value	NP_071765.2	"roundabout, axon guidance receptor, homolog 3 (Drosophila)"	ROBO3 HGPPS HGPS RBIG1 RIG1	Homo sapiens
dd_Smed_v6_141_0_1	1924	PLDB	0	e-value	NP_002147.2	heat shock protein family D (Hsp60) member 1	HSPD1 CPN60 GROEL HLD4 HSP-60 HSP60 HSP65 HuCHA60 SPG13	Homo sapiens
dd_Smed_v6_14205_0_1	1561	PLDB	2.00E-102	e-value	NP_001159447.1	"phosphodiesterase 1B, calmodulin-dependent"	PDE1B PDE1B1 PDES1B	Homo sapiens
dd_Smed_v6_14210_0_1	1601	PLDB	7.00E-09	e-value	NP_056446.4	tectonic family member 3	TCTN3 C10orf61 JBTS18 OFD4 TECT3	Homo sapiens
dd_Smed_v6_1425_0_1	2943	PLDB	1.00E-77	e-value	NP_001110.2	adducin 1	ADD1 ADDA	Homo sapiens
dd_Smed_v6_14261_0_1	668	PLDB	4.00E-12	e-value	NP_001159.2	baculoviral IAP repeat containing 5	BIRC5 API4 EPR-1	Homo sapiens
dd_Smed_v6_14267_0_1	1907	PLDB	6.00E-48	e-value	NP_075594.1	fibroblast growth factor receptor 1	FGFR1 BFGFR CD331 CEK FGFBR FGFR-1 FLG FLT-2 FLT2 HBGFR HH2 HRTFDS KAL2 N-SAM OGD bFGF-R-1	Homo sapiens
dd_Smed_v6_1427_0_1	1223	PLDB	3.00E-48	e-value	XP_006723245.1	hepsin	HPN TMPRSS1	Homo sapiens
dd_Smed_v6_14300_0_1	2483	PLDB	1.00E-20	e-value	XP_005245428.1	pogo transposable element with KRAB domain	POGK BASS2 KRBOX2	Homo sapiens
dd_Smed_v6_14300_0_2	2468	PLDB	1.00E-20	e-value	XP_005245428.1	pogo transposable element with KRAB domain	POGK BASS2 KRBOX2	Homo sapiens
dd_Smed_v6_14300_0_3	2349	PLDB	2.00E-08	e-value	NP_060012.3	pogo transposable element with KRAB domain	POGK BASS2 KRBOX2	Homo sapiens
dd_Smed_v6_14300_0_4	2334	PLDB	2.00E-08	e-value	NP_060012.3	pogo transposable element with KRAB domain	POGK BASS2 KRBOX2	Homo sapiens
dd_Smed_v6_14318_0_1	2447	PLDB	2.00E-10	e-value	NP_115647.2	TNF receptor associated factor 7	TRAF7 RFWD1 RNF119	Homo sapiens
dd_Smed_v6_14320_0_1	1537	PLDB	3.00E-75	e-value	NP_001091089.1	transmembrane protein 184A	TMEM184A	Homo sapiens
dd_Smed_v6_14320_0_2	1470	PLDB	7.00E-79	e-value	NP_001091089.1	transmembrane protein 184A	TMEM184A	Homo sapiens
dd_Smed_v6_1432_0_1	7239	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_10	3630	PLDB	7.00E-89	e-value	NP_001140.2	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_11	3002	PLDB	6.00E-90	e-value	NP_001140.2	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_12	2805	PLDB	2.00E-90	e-value	NP_001140.2	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_2	6414	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_3	6222	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_4	6025	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_5	5397	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_6	5200	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_7	4844	PLDB	7.00E-88	e-value	NP_001140.2	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_8	4019	PLDB	1.00E-88	e-value	NP_001140.2	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_1432_0_9	3827	PLDB	1.00E-88	e-value	NP_001140.2	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_14338_0_1	767	PLDB	3.00E-99	e-value	NP_001135906.1	meningioma expressed antigen 5 (hyaluronidase)	MGEA5 MEA5 NCOAT OGA	Homo sapiens
dd_Smed_v6_1433_0_1	912	PLDB	4.00E-55	e-value	NP_919415.2	VAMP associated protein A	VAPA VAP-33 VAP-A VAP33 hVAP-33	Homo sapiens
dd_Smed_v6_14386_0_1	5610	PLDB	0	e-value	XP_005246813.1	"sodium channel, voltage-gated, type II, alpha subunit"	SCN2A BFIC3 BFIS3 BFNIS EIEE11 HBA HBSCI HBSCII NAC2 Na(v)1.2 Nav1.2 SCN2A1 SCN2A2	Homo sapiens
dd_Smed_v6_14392_0_1	2113	PLDB	1.00E-122	e-value	NP_004387.1	DEAD-box helicase 5	DDX5 G17P1 HLR1 HUMP68 p68	Homo sapiens
dd_Smed_v6_1439_0_1	1473	PLDB	3.00E-22	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_14409_0_1	1017	PLDB	6.00E-27	e-value	NP_066928.1	phospholipid scramblase 1	PLSCR1 MMTRA1B	Homo sapiens
dd_Smed_v6_14458_0_1	1925	PLDB	3.00E-126	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_14458_0_2	1906	PLDB	3.00E-126	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_1449_0_1	1707	PLDB	3.00E-157	e-value	NP_002800.2	"proteasome 26S subunit, non-ATPase 3"	PSMD3 P58 RPN3 S3 TSTA2	Homo sapiens
dd_Smed_v6_14558_0_1	893	PLDB	2.00E-18	e-value	NP_004985.2	matrix metallopeptidase 9	MMP9 CLG4B GELB MANDP2 MMP-9	Homo sapiens
dd_Smed_v6_14559_0_1	1163	PLDB	2.00E-30	e-value	NP_004919.1	chromosome 21 open reading frame 2	C21orf2 LRRC76 YF5/A2	Homo sapiens
dd_Smed_v6_1457_0_1	774	PLDB	1.00E-58	e-value	NP_037364.1	programmed cell death 6	PDCD6 ALG-2 PEF1B	Homo sapiens
dd_Smed_v6_14586_0_1	4334	PLDB	1.00E-139	e-value	XP_006718908.1	ATM serine/threonine kinase	ATM AT1 ATA ATC ATD ATDC ATE TEL1 TELO1	Homo sapiens
dd_Smed_v6_14591_0_1	1091	PLDB	3.00E-10	e-value	XP_005273306.1	TNF receptor-associated factor 5	TRAF5 MGC:39780 RNF84	Homo sapiens
dd_Smed_v6_14599_0_1	1814	PLDB	3.00E-104	e-value	NP_001274425.1	fidgetin like 1	FIGNL1	Homo sapiens
dd_Smed_v6_14614_0_1	1428	PLDB	9.00E-07	e-value	NP_004611.1	TNF receptor associated factor 6	TRAF6 MGC:3310 RNF85	Homo sapiens
dd_Smed_v6_14623_0_1	1446	PLDB	5.00E-59	e-value	NP_597702.2	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A GluN3A NMDAR-L NR3A	Homo sapiens
dd_Smed_v6_14655_0_1	2979	PLDB	1.00E-119	e-value	NP_068775.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_1474_0_1	1911	PLDB	4.00E-49	e-value	XP_005259899.1	"FK506 binding protein 8, 38kDa"	FKBP8 FKBP38 FKBPr38	Homo sapiens
dd_Smed_v6_14758_0_1	1096	PLDB	1.00E-44	e-value	NP_004426.2	endonuclease G	ENDOG	Homo sapiens
dd_Smed_v6_14790_0_1	2096	PLDB	1.00E-96	e-value	NP_000046.1	butyrylcholinesterase	BCHE CHE1 CHE2 E1	Homo sapiens
dd_Smed_v6_14839_0_1	2156	PLDB	4.00E-61	e-value	NP_858059.1	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT HRNT1 O-GLCNAC	Homo sapiens
dd_Smed_v6_14852_0_1	2639	PLDB	5.00E-118	e-value	NP_004813.2	netrin 1	NTN1 NTN1L	Homo sapiens
dd_Smed_v6_1485_0_1	3997	PLDB	5.00E-102	e-value	XP_005258520.1	heterogeneous nuclear ribonucleoprotein U like 1	HNRNPUL1 E1B-AP5 E1BAP5 HNRPUL1	Homo sapiens
dd_Smed_v6_14863_0_1	3209	PLDB	0	e-value	NP_653234.2	potassium voltage-gated channel subfamily H member 8	KCNH8 ELK ELK1 Kv12.1 elk3	Homo sapiens
dd_Smed_v6_14865_0_1	1232	PLDB	5.00E-78	e-value	NP_110388.2	Wnt family member 4	WNT4 SERKAL WNT-4	Homo sapiens
dd_Smed_v6_14902_0_1	521	PLDB	2.00E-87	e-value	NP_002797.3	"proteasome 26S subunit, ATPase 6"	PSMC6 CADP44 HEL-S-73 P44 SUG2 p42	Homo sapiens
dd_Smed_v6_14910_0_1	1470	PLDB	4.00E-21	e-value	XP_005252362.1	Kruppel-like factor 4 (gut)	KLF4 EZF GKLF	Homo sapiens
dd_Smed_v6_14915_0_1	374	PLDB	2.00E-05	e-value	XP_005266156.1	TNF receptor associated factor 2	TRAF2 MGC:45012 TRAP TRAP3	Homo sapiens
dd_Smed_v6_1492_0_1	2905	PLDB	0	e-value	NP_001093.1	actinin alpha 1	ACTN1 BDPLT15	Homo sapiens
dd_Smed_v6_15107_0_1	1176	PLDB	5.00E-48	e-value	NP_004743.1	glial cells missing homolog 2	GCM2 GCMB hGCMb	Homo sapiens
dd_Smed_v6_1514_0_1	847	PLDB	4.00E-37	e-value	NP_001231573.1	charged multivesicular body protein 2B	CHMP2B ALS17 CHMP2.5 DMT1 VPS2-2 VPS2B	Homo sapiens
dd_Smed_v6_1521_0_1	961	PLDB	3.00E-44	e-value	NP_057140.2	transmembrane BAX inhibitor motif containing 4	TMBIM4 GAAP LFG4 S1R ZPRO	Homo sapiens
dd_Smed_v6_1522_0_1	2057	PLDB	3.00E-26	e-value	NP_001019837.1	SH3-domain kinase binding protein 1	SH3KBP1 CD2BP3 CIN85 GIG10 HSB-1 HSB1 MIG18	Homo sapiens
dd_Smed_v6_152_0_1	894	PLDB	2.00E-168	e-value	NP_006079.1	tubulin beta 4B class IVb	TUBB4B Beta2 TUBB2 TUBB2C	Homo sapiens
dd_Smed_v6_15330_0_1	1149	PLDB	2.00E-129	e-value	NP_001068566.1	molybdenum cofactor synthesis 1	MOCS1 MIG11 MOCOD MOCODA	Homo sapiens
dd_Smed_v6_1534_0_1	1127	PLDB	1.00E-09	e-value	NP_940992.1	basigin (Ok blood group)	BSG 5F7 CD147 EMMPRIN M6 OK TCSF	Homo sapiens
dd_Smed_v6_15379_0_1	2689	PLDB	6.00E-23	e-value	NP_001130008.2	death domain containing 1	DTHD1	Homo sapiens
